series,cond,entry,f,sl,N,net_taker,net_maker,ci_lo_m,ci_hi_m,wr,sig_maker
ICPUSDT-30m,prevBull,PB,1.5,low,2788,-14.27,-7.27,-9.0,-5.6,0.136,False
ICPUSDT-30m,smaAbove,PB,1.5,low,3091,-12.21,-5.21,-7.0,-3.5,0.137,False
ICPUSDT-30m,trendHi,PB,1.5,low,2269,-12.1,-5.1,-7.3,-2.8,0.14,False
ICPUSDT-30m,XL,PB,1.5,low,1370,-12.07,-5.07,-8.0,-2.2,0.114,False
ICPUSDT-30m,XLtrend,PB,1.5,low,645,-10.05,-3.05,-7.8,1.8,0.119,False
ICPUSDT-30m,loud,PB,1.5,mid,2231,-10.64,-3.64,-5.6,-1.6,0.084,False
ICPUSDT-30m,uwd10,PB,1.5,mid,1801,-11.38,-4.38,-5.8,-2.8,0.043,False
ICPUSDT-30m,uwd910,PB,1.5,mid,3556,-11.48,-4.48,-5.6,-3.3,0.062,False
ICPUSDT-30m,prevBull,PB,1.5,mid,2788,-12.33,-5.33,-6.6,-3.9,0.075,False
ICPUSDT-30m,smaAbove,PB,1.5,mid,3091,-11.35,-4.35,-5.6,-3.0,0.072,False
ICPUSDT-30m,trendHi,PB,1.5,mid,2269,-10.93,-3.93,-5.6,-2.2,0.074,False
ICPUSDT-30m,XL,PB,1.5,mid,1370,-9.79,-2.79,-5.1,-0.5,0.071,False
ICPUSDT-30m,XLtrend,PB,1.5,mid,645,-7.47,-0.47,-4.3,3.9,0.078,False
ICPUSDT-1h,loud,MKT,1.0,low,1328,-30.7,-23.7,-30.1,-17.3,0.437,False
ICPUSDT-1h,uwd10,MKT,1.0,low,979,-21.76,-14.76,-20.8,-8.5,0.371,False
ICPUSDT-1h,uwd910,MKT,1.0,low,1958,-24.53,-17.53,-21.9,-13.3,0.401,False
ICPUSDT-1h,prevBull,MKT,1.0,low,1611,-31.19,-24.19,-28.9,-19.2,0.412,False
ICPUSDT-1h,smaAbove,MKT,1.0,low,1764,-30.75,-23.75,-28.5,-19.0,0.416,False
ICPUSDT-1h,trendHi,MKT,1.0,low,1309,-32.26,-25.26,-31.4,-19.5,0.42,False
ICPUSDT-1h,XL,MKT,1.0,low,805,-20.23,-13.23,-21.0,-5.2,0.422,False
ICPUSDT-1h,XLtrend,MKT,1.0,low,406,-26.71,-19.71,-32.0,-7.9,0.397,False
ICPUSDT-1h,loud,MKT,1.0,mid,1328,-30.56,-23.56,-29.5,-17.4,0.398,False
ICPUSDT-1h,uwd10,MKT,1.0,mid,979,-22.43,-15.43,-21.2,-9.1,0.339,False
ICPUSDT-1h,uwd910,MKT,1.0,mid,1958,-25.28,-18.28,-22.5,-14.0,0.363,False
ICPUSDT-1h,prevBull,MKT,1.0,mid,1611,-31.51,-24.51,-29.3,-19.9,0.371,False
ICPUSDT-1h,smaAbove,MKT,1.0,mid,1764,-30.82,-23.82,-28.5,-19.2,0.378,False
ICPUSDT-1h,trendHi,MKT,1.0,mid,1309,-32.65,-25.65,-31.3,-20.2,0.38,False
ICPUSDT-1h,XL,MKT,1.0,mid,805,-21.81,-14.81,-22.1,-7.3,0.379,False
ICPUSDT-1h,XLtrend,MKT,1.0,mid,406,-28.94,-21.94,-33.1,-10.7,0.355,False
ICPUSDT-1h,loud,MKT,1.5,low,1328,-26.86,-19.86,-27.6,-12.4,0.378,False
ICPUSDT-1h,uwd10,MKT,1.5,low,979,-14.32,-7.32,-14.6,0.3,0.32,False
ICPUSDT-1h,uwd910,MKT,1.5,low,1958,-18.81,-11.81,-16.9,-6.6,0.351,False
ICPUSDT-1h,prevBull,MKT,1.5,low,1611,-26.62,-19.62,-25.5,-14.0,0.368,False
ICPUSDT-1h,smaAbove,MKT,1.5,low,1764,-26.8,-19.8,-25.6,-14.2,0.366,False
ICPUSDT-1h,trendHi,MKT,1.5,low,1309,-27.72,-20.72,-27.9,-13.8,0.371,False
ICPUSDT-1h,XL,MKT,1.5,low,805,-14.46,-7.46,-16.7,1.7,0.358,False
ICPUSDT-1h,XLtrend,MKT,1.5,low,406,-17.44,-10.44,-25.0,4.3,0.345,False
ICPUSDT-1h,loud,MKT,1.5,mid,1328,-26.42,-19.42,-27.0,-12.1,0.346,False
ICPUSDT-1h,uwd10,MKT,1.5,mid,979,-15.03,-8.03,-14.9,-0.5,0.293,False
ICPUSDT-1h,uwd910,MKT,1.5,mid,1958,-19.21,-12.21,-17.1,-7.2,0.321,False
ICPUSDT-1h,prevBull,MKT,1.5,mid,1611,-26.24,-19.24,-25.0,-13.7,0.338,False
ICPUSDT-1h,smaAbove,MKT,1.5,mid,1764,-26.61,-19.61,-25.3,-14.5,0.337,False
ICPUSDT-1h,trendHi,MKT,1.5,mid,1309,-27.77,-20.77,-27.4,-14.1,0.34,False
ICPUSDT-1h,XL,MKT,1.5,mid,805,-16.18,-9.18,-18.0,-0.4,0.32,False
ICPUSDT-1h,XLtrend,MKT,1.5,mid,406,-20.02,-13.02,-26.1,0.7,0.308,False
ICPUSDT-1h,loud,PB,1.0,low,1178,-9.69,-2.69,-6.8,1.4,0.198,False
ICPUSDT-1h,uwd10,PB,1.0,low,914,-11.0,-4.0,-7.2,-0.6,0.138,False
ICPUSDT-1h,uwd910,PB,1.0,low,1802,-11.44,-4.44,-6.9,-1.8,0.168,False
ICPUSDT-1h,prevBull,PB,1.0,low,1453,-11.92,-4.92,-7.8,-1.8,0.187,False
ICPUSDT-1h,smaAbove,PB,1.0,low,1579,-10.35,-3.35,-6.2,-0.3,0.184,False
ICPUSDT-1h,trendHi,PB,1.0,low,1170,-9.96,-2.96,-6.8,0.9,0.197,False
ICPUSDT-1h,XL,PB,1.0,low,734,-8.14,-1.14,-5.9,4.2,0.191,False
ICPUSDT-1h,XLtrend,PB,1.0,low,374,-9.1,-2.1,-9.0,5.3,0.187,False
ICPUSDT-1h,loud,PB,1.0,mid,1178,-11.36,-4.36,-7.2,-1.4,0.11,False
ICPUSDT-1h,uwd10,PB,1.0,mid,914,-11.52,-4.52,-6.6,-2.2,0.075,False
ICPUSDT-1h,uwd910,PB,1.0,mid,1802,-11.21,-4.21,-6.0,-2.2,0.094,False
ICPUSDT-1h,prevBull,PB,1.0,mid,1453,-12.72,-5.72,-7.6,-3.8,0.1,False
ICPUSDT-1h,smaAbove,PB,1.0,mid,1579,-11.21,-4.21,-6.4,-1.9,0.103,False
ICPUSDT-1h,trendHi,PB,1.0,mid,1170,-11.27,-4.27,-7.1,-1.5,0.108,False
ICPUSDT-1h,XL,PB,1.0,mid,734,-9.39,-2.39,-5.8,1.5,0.11,False
ICPUSDT-1h,XLtrend,PB,1.0,mid,374,-11.1,-4.1,-8.8,1.1,0.102,False
ICPUSDT-1h,loud,PB,1.5,low,1178,-10.51,-3.51,-8.3,1.3,0.156,False
ICPUSDT-1h,uwd10,PB,1.5,low,914,-10.4,-3.4,-7.2,0.7,0.106,False
ICPUSDT-1h,uwd910,PB,1.5,low,1802,-10.56,-3.56,-6.4,-0.5,0.135,False
ICPUSDT-1h,prevBull,PB,1.5,low,1453,-11.33,-4.33,-7.7,-0.9,0.154,False
ICPUSDT-1h,smaAbove,PB,1.5,low,1579,-10.82,-3.82,-7.5,0.0,0.146,False
ICPUSDT-1h,trendHi,PB,1.5,low,1170,-10.08,-3.08,-7.4,1.4,0.156,False
ICPUSDT-1h,XL,PB,1.5,low,734,-7.29,-0.29,-6.1,6.1,0.15,False
ICPUSDT-1h,XLtrend,PB,1.5,low,374,-7.13,-0.13,-8.7,8.8,0.15,False
ICPUSDT-1h,loud,PB,1.5,mid,1178,-11.33,-4.33,-7.7,-0.8,0.086,False
ICPUSDT-1h,uwd10,PB,1.5,mid,914,-11.02,-4.02,-6.6,-1.1,0.06,False
ICPUSDT-1h,uwd910,PB,1.5,mid,1802,-10.36,-3.36,-5.4,-1.0,0.077,False
ICPUSDT-1h,prevBull,PB,1.5,mid,1453,-12.06,-5.06,-7.2,-2.8,0.084,False
ICPUSDT-1h,smaAbove,PB,1.5,mid,1579,-11.49,-4.49,-7.1,-2.0,0.079,False
ICPUSDT-1h,trendHi,PB,1.5,mid,1170,-11.72,-4.72,-8.0,-1.7,0.081,False
ICPUSDT-1h,XL,PB,1.5,mid,734,-9.18,-2.18,-6.2,2.7,0.084,False
ICPUSDT-1h,XLtrend,PB,1.5,mid,374,-10.34,-3.34,-9.0,3.2,0.078,False
ICPUSDT-4h,loud,MKT,1.0,low,325,-45.07,-38.07,-63.2,-14.6,0.409,False
ICPUSDT-4h,uwd10,MKT,1.0,low,246,-27.4,-20.4,-42.1,2.9,0.366,False
ICPUSDT-4h,uwd910,MKT,1.0,low,492,-31.93,-24.93,-42.0,-9.7,0.388,False
ICPUSDT-4h,prevBull,MKT,1.0,low,426,-51.07,-44.07,-62.5,-26.6,0.385,False
ICPUSDT-4h,smaAbove,MKT,1.0,low,436,-39.34,-32.34,-50.8,-13.2,0.42,False
ICPUSDT-4h,trendHi,MKT,1.0,low,326,-36.91,-29.91,-53.3,-6.6,0.448,False
ICPUSDT-4h,XL,MKT,1.0,low,206,-29.73,-22.73,-51.9,7.1,0.379,False
ICPUSDT-4h,XLtrend,MKT,1.0,low,97,-27.7,-20.7,-72.1,27.4,0.423,False
ICPUSDT-4h,loud,MKT,1.0,mid,325,-49.53,-42.53,-66.5,-19.8,0.354,False
ICPUSDT-4h,uwd10,MKT,1.0,mid,246,-25.18,-18.18,-39.7,4.4,0.333,False
ICPUSDT-4h,uwd910,MKT,1.0,mid,492,-31.66,-24.66,-41.1,-9.6,0.352,False
ICPUSDT-4h,prevBull,MKT,1.0,mid,426,-53.98,-46.98,-64.3,-30.4,0.338,False
ICPUSDT-4h,smaAbove,MKT,1.0,mid,436,-42.9,-35.9,-53.2,-18.5,0.374,False
ICPUSDT-4h,trendHi,MKT,1.0,mid,326,-41.73,-34.73,-56.5,-13.1,0.393,False
ICPUSDT-4h,XL,MKT,1.0,mid,206,-33.51,-26.51,-54.2,1.9,0.325,False
ICPUSDT-4h,XLtrend,MKT,1.0,mid,97,-37.38,-30.38,-79.6,15.4,0.351,False
ICPUSDT-4h,loud,MKT,1.5,low,325,-32.95,-25.95,-54.4,1.9,0.357,False
ICPUSDT-4h,uwd10,MKT,1.5,low,246,-6.35,0.65,-26.3,28.7,0.333,False
ICPUSDT-4h,uwd910,MKT,1.5,low,492,-18.11,-11.11,-30.9,7.9,0.346,False
ICPUSDT-4h,prevBull,MKT,1.5,low,426,-36.55,-29.55,-51.1,-9.0,0.347,False
ICPUSDT-4h,smaAbove,MKT,1.5,low,436,-22.88,-15.88,-38.0,7.2,0.383,False
ICPUSDT-4h,trendHi,MKT,1.5,low,326,-22.52,-15.52,-41.6,12.0,0.402,False
ICPUSDT-4h,XL,MKT,1.5,low,206,-13.0,-6.0,-42.7,32.6,0.335,False
ICPUSDT-4h,XLtrend,MKT,1.5,low,97,-4.62,2.38,-58.3,63.2,0.381,False
ICPUSDT-4h,loud,MKT,1.5,mid,325,-40.43,-33.43,-59.7,-7.5,0.305,False
ICPUSDT-4h,uwd10,MKT,1.5,mid,246,-8.73,-1.73,-26.9,24.5,0.293,False
ICPUSDT-4h,uwd910,MKT,1.5,mid,492,-19.66,-12.66,-30.9,5.5,0.309,False
ICPUSDT-4h,prevBull,MKT,1.5,mid,426,-43.22,-36.22,-56.7,-17.0,0.3,False
ICPUSDT-4h,smaAbove,MKT,1.5,mid,436,-29.22,-22.22,-42.7,-0.9,0.339,False
ICPUSDT-4h,trendHi,MKT,1.5,mid,326,-28.52,-21.52,-46.7,4.6,0.353,False
ICPUSDT-4h,XL,MKT,1.5,mid,206,-20.35,-13.35,-46.8,22.0,0.286,False
ICPUSDT-4h,XLtrend,MKT,1.5,mid,97,-16.78,-9.78,-67.7,49.3,0.32,False
ICPUSDT-4h,loud,PB,1.0,low,294,-15.84,-8.84,-23.9,7.1,0.156,False
ICPUSDT-4h,uwd10,PB,1.0,low,231,-11.18,-4.18,-16.9,9.3,0.173,False
ICPUSDT-4h,uwd910,PB,1.0,low,457,-14.14,-7.14,-16.6,3.8,0.177,False
ICPUSDT-4h,prevBull,PB,1.0,low,393,-11.39,-4.39,-15.9,7.1,0.204,False
ICPUSDT-4h,smaAbove,PB,1.0,low,395,-10.21,-3.21,-15.4,9.4,0.203,False
ICPUSDT-4h,trendHi,PB,1.0,low,297,-9.2,-2.2,-17.1,13.1,0.229,False
ICPUSDT-4h,XL,PB,1.0,low,188,-11.6,-4.6,-22.9,16.1,0.154,False
ICPUSDT-4h,XLtrend,PB,1.0,low,89,-16.67,-9.67,-38.9,21.4,0.169,False
ICPUSDT-4h,loud,PB,1.0,mid,294,-18.52,-11.52,-21.2,-0.4,0.071,False
ICPUSDT-4h,uwd10,PB,1.0,mid,231,-16.62,-9.62,-18.1,-0.2,0.061,False
ICPUSDT-4h,uwd910,PB,1.0,mid,457,-16.85,-9.85,-16.4,-2.5,0.079,False
ICPUSDT-4h,prevBull,PB,1.0,mid,393,-20.41,-13.41,-19.5,-6.6,0.087,False
ICPUSDT-4h,smaAbove,PB,1.0,mid,395,-18.21,-11.21,-18.7,-3.3,0.094,False
ICPUSDT-4h,trendHi,PB,1.0,mid,297,-16.31,-9.31,-18.3,0.3,0.111,False
ICPUSDT-4h,XL,PB,1.0,mid,188,-17.43,-10.43,-22.7,3.6,0.064,False
ICPUSDT-4h,XLtrend,PB,1.0,mid,89,-23.84,-16.84,-32.7,1.7,0.067,False
ICPUSDT-4h,loud,PB,1.5,low,294,-15.85,-8.85,-25.5,9.2,0.129,False
ICPUSDT-4h,uwd10,PB,1.5,low,231,-10.67,-3.67,-18.8,13.3,0.13,False
ICPUSDT-4h,uwd910,PB,1.5,low,457,-15.56,-8.56,-19.1,4.3,0.133,False
ICPUSDT-4h,prevBull,PB,1.5,low,393,-9.83,-2.83,-15.5,10.5,0.168,False
ICPUSDT-4h,smaAbove,PB,1.5,low,395,-7.7,-0.7,-15.9,14.3,0.165,False
ICPUSDT-4h,trendHi,PB,1.5,low,297,-4.86,2.14,-14.8,20.3,0.195,False
ICPUSDT-4h,XL,PB,1.5,low,188,-11.56,-4.56,-25.4,19.3,0.122,False
ICPUSDT-4h,XLtrend,PB,1.5,low,89,-11.91,-4.91,-40.2,34.4,0.135,False
ICPUSDT-4h,loud,PB,1.5,mid,294,-18.93,-11.93,-22.9,-0.5,0.058,False
ICPUSDT-4h,uwd10,PB,1.5,mid,231,-17.86,-10.86,-20.2,0.5,0.039,False
ICPUSDT-4h,uwd910,PB,1.5,mid,457,-18.77,-11.77,-18.7,-3.6,0.055,False
ICPUSDT-4h,prevBull,PB,1.5,mid,393,-20.19,-13.19,-20.1,-5.1,0.069,False
ICPUSDT-4h,smaAbove,PB,1.5,mid,395,-15.76,-8.76,-17.7,1.2,0.076,False
ICPUSDT-4h,trendHi,PB,1.5,mid,297,-12.23,-5.23,-16.3,6.7,0.098,False
ICPUSDT-4h,XL,PB,1.5,mid,188,-19.37,-12.37,-25.7,2.4,0.048,False
ICPUSDT-4h,XLtrend,PB,1.5,mid,89,-20.7,-13.7,-33.3,9.1,0.056,False
BTCUSDT-15m,loud,MKT,1.0,low,5358,-13.99,-6.99,-7.8,-6.2,0.459,False
BTCUSDT-15m,uwd10,MKT,1.0,low,3984,-12.13,-5.13,-5.8,-4.4,0.394,False
BTCUSDT-15m,uwd910,MKT,1.0,low,7969,-13.4,-6.4,-6.9,-5.9,0.418,False
BTCUSDT-15m,prevBull,MKT,1.0,low,7037,-14.25,-7.25,-7.9,-6.7,0.44,False
BTCUSDT-15m,smaAbove,MKT,1.0,low,7898,-14.16,-7.16,-7.7,-6.6,0.441,False
BTCUSDT-15m,trendHi,MKT,1.0,low,5528,-14.63,-7.63,-8.4,-6.9,0.438,False
BTCUSDT-15m,XL,MKT,1.0,low,3279,-13.1,-6.1,-7.1,-5.1,0.417,False
BTCUSDT-15m,XLtrend,MKT,1.0,low,1591,-13.32,-6.32,-8.0,-4.7,0.395,False
BTCUSDT-15m,loud,MKT,1.0,mid,5358,-13.92,-6.92,-7.7,-6.1,0.429,False
BTCUSDT-15m,uwd10,MKT,1.0,mid,3984,-12.23,-5.23,-5.9,-4.5,0.372,False
BTCUSDT-15m,uwd910,MKT,1.0,mid,7969,-13.43,-6.43,-6.9,-5.9,0.391,False
BTCUSDT-15m,prevBull,MKT,1.0,mid,7037,-14.33,-7.33,-7.9,-6.7,0.403,False
BTCUSDT-15m,smaAbove,MKT,1.0,mid,7898,-14.27,-7.27,-7.8,-6.7,0.406,False
BTCUSDT-15m,trendHi,MKT,1.0,mid,5528,-14.67,-7.67,-8.4,-6.9,0.406,False
BTCUSDT-15m,XL,MKT,1.0,mid,3279,-13.03,-6.03,-7.0,-5.0,0.392,False
BTCUSDT-15m,XLtrend,MKT,1.0,mid,1591,-13.13,-6.13,-7.7,-4.5,0.375,False
BTCUSDT-15m,loud,MKT,1.5,low,5358,-12.35,-5.35,-6.4,-4.4,0.402,False
BTCUSDT-15m,uwd10,MKT,1.5,low,3984,-10.74,-3.74,-4.6,-2.9,0.341,False
BTCUSDT-15m,uwd910,MKT,1.5,low,7969,-11.82,-4.82,-5.4,-4.2,0.37,False
BTCUSDT-15m,prevBull,MKT,1.5,low,7037,-12.7,-5.7,-6.4,-5.0,0.396,False
BTCUSDT-15m,smaAbove,MKT,1.5,low,7898,-12.56,-5.56,-6.2,-4.9,0.397,False
BTCUSDT-15m,trendHi,MKT,1.5,low,5528,-12.81,-5.81,-6.7,-4.9,0.395,False
BTCUSDT-15m,XL,MKT,1.5,low,3279,-11.36,-4.36,-5.6,-3.1,0.356,False
BTCUSDT-15m,XLtrend,MKT,1.5,low,1591,-11.32,-4.32,-6.4,-2.3,0.343,False
BTCUSDT-15m,loud,MKT,1.5,mid,5358,-12.28,-5.28,-6.2,-4.3,0.375,False
BTCUSDT-15m,uwd10,MKT,1.5,mid,3984,-10.83,-3.83,-4.7,-3.0,0.323,False
BTCUSDT-15m,uwd910,MKT,1.5,mid,7969,-11.87,-4.87,-5.4,-4.3,0.347,False
BTCUSDT-15m,prevBull,MKT,1.5,mid,7037,-12.81,-5.81,-6.5,-5.1,0.362,False
BTCUSDT-15m,smaAbove,MKT,1.5,mid,7898,-12.72,-5.72,-6.4,-5.1,0.367,False
BTCUSDT-15m,trendHi,MKT,1.5,mid,5528,-12.95,-5.95,-6.7,-5.1,0.366,False
BTCUSDT-15m,XL,MKT,1.5,mid,3279,-11.38,-4.38,-5.6,-3.2,0.334,False
BTCUSDT-15m,XLtrend,MKT,1.5,mid,1591,-11.32,-4.32,-6.2,-2.4,0.323,False
BTCUSDT-15m,loud,PB,1.0,low,4463,-11.37,-4.37,-4.9,-3.8,0.162,False
BTCUSDT-15m,uwd10,PB,1.0,low,3601,-11.62,-4.62,-5.0,-4.3,0.096,False
BTCUSDT-15m,uwd910,PB,1.0,low,7081,-11.68,-4.68,-5.0,-4.4,0.128,False
BTCUSDT-15m,prevBull,PB,1.0,low,6100,-11.7,-4.7,-5.0,-4.4,0.162,False
BTCUSDT-15m,smaAbove,PB,1.0,low,6831,-11.56,-4.56,-4.9,-4.3,0.153,False
BTCUSDT-15m,trendHi,PB,1.0,low,4762,-11.58,-4.58,-5.0,-4.2,0.156,False
BTCUSDT-15m,XL,PB,1.0,low,2815,-11.62,-4.62,-5.2,-4.0,0.127,False
BTCUSDT-15m,XLtrend,PB,1.0,low,1369,-11.29,-4.29,-5.3,-3.3,0.126,False
BTCUSDT-15m,loud,PB,1.0,mid,4463,-11.49,-4.49,-4.9,-4.1,0.081,False
BTCUSDT-15m,uwd10,PB,1.0,mid,3601,-11.64,-4.64,-4.9,-4.4,0.037,False
BTCUSDT-15m,uwd910,PB,1.0,mid,7081,-11.63,-4.63,-4.8,-4.4,0.057,False
BTCUSDT-15m,prevBull,PB,1.0,mid,6100,-11.83,-4.83,-5.1,-4.6,0.072,False
BTCUSDT-15m,smaAbove,PB,1.0,mid,6831,-11.66,-4.66,-4.9,-4.5,0.071,False
BTCUSDT-15m,trendHi,PB,1.0,mid,4762,-11.69,-4.69,-5.0,-4.4,0.074,False
BTCUSDT-15m,XL,PB,1.0,mid,2815,-11.58,-4.58,-5.0,-4.1,0.06,False
BTCUSDT-15m,XLtrend,PB,1.0,mid,1369,-11.28,-4.28,-5.0,-3.5,0.063,False
BTCUSDT-15m,loud,PB,1.5,low,4463,-11.26,-4.26,-4.9,-3.6,0.132,False
BTCUSDT-15m,uwd10,PB,1.5,low,3601,-11.47,-4.47,-4.9,-4.0,0.074,False
BTCUSDT-15m,uwd910,PB,1.5,low,7081,-11.46,-4.46,-4.8,-4.1,0.103,False
BTCUSDT-15m,prevBull,PB,1.5,low,6100,-11.43,-4.43,-4.8,-4.0,0.137,False
BTCUSDT-15m,smaAbove,PB,1.5,low,6831,-11.37,-4.37,-4.7,-4.0,0.128,False
BTCUSDT-15m,trendHi,PB,1.5,low,4762,-11.28,-4.28,-4.8,-3.8,0.132,False
BTCUSDT-15m,XL,PB,1.5,low,2815,-11.28,-4.28,-5.0,-3.5,0.101,False
BTCUSDT-15m,XLtrend,PB,1.5,low,1369,-10.86,-3.86,-5.1,-2.7,0.104,False
BTCUSDT-15m,loud,PB,1.5,mid,4463,-11.35,-4.35,-4.8,-3.9,0.067,False
BTCUSDT-15m,uwd10,PB,1.5,mid,3601,-11.56,-4.56,-4.8,-4.3,0.028,False
BTCUSDT-15m,uwd910,PB,1.5,mid,7081,-11.48,-4.48,-4.7,-4.2,0.046,False
BTCUSDT-15m,prevBull,PB,1.5,mid,6100,-11.62,-4.62,-4.9,-4.3,0.061,False
BTCUSDT-15m,smaAbove,PB,1.5,mid,6831,-11.52,-4.52,-4.8,-4.3,0.06,False
BTCUSDT-15m,trendHi,PB,1.5,mid,4762,-11.5,-4.5,-4.8,-4.1,0.063,False
BTCUSDT-15m,XL,PB,1.5,mid,2815,-11.33,-4.33,-4.8,-3.8,0.049,False
BTCUSDT-15m,XLtrend,PB,1.5,mid,1369,-10.98,-3.98,-4.8,-3.0,0.053,False
BTCUSDT-1h,loud,MKT,1.0,low,1322,-18.06,-11.06,-14.3,-7.9,0.439,False
BTCUSDT-1h,uwd10,MKT,1.0,low,1007,-15.38,-8.38,-11.6,-5.5,0.368,False
BTCUSDT-1h,uwd910,MKT,1.0,low,2017,-15.95,-8.95,-11.0,-7.0,0.406,False
BTCUSDT-1h,prevBull,MKT,1.0,low,1816,-17.49,-10.49,-12.5,-8.3,0.416,False
BTCUSDT-1h,smaAbove,MKT,1.0,low,1993,-15.79,-8.79,-10.8,-6.8,0.441,False
BTCUSDT-1h,trendHi,MKT,1.0,low,1334,-17.41,-10.41,-13.3,-7.7,0.43,False
BTCUSDT-1h,XL,MKT,1.0,low,812,-17.2,-10.2,-14.1,-6.0,0.385,False
BTCUSDT-1h,XLtrend,MKT,1.0,low,400,-17.76,-10.76,-17.4,-4.3,0.388,False
BTCUSDT-1h,loud,MKT,1.0,mid,1322,-18.2,-11.2,-14.3,-8.1,0.406,False
BTCUSDT-1h,uwd10,MKT,1.0,mid,1007,-15.24,-8.24,-11.4,-5.4,0.343,False
BTCUSDT-1h,uwd910,MKT,1.0,mid,2017,-16.01,-9.01,-11.1,-7.2,0.371,False
BTCUSDT-1h,prevBull,MKT,1.0,mid,1816,-17.69,-10.69,-12.7,-8.6,0.375,False
BTCUSDT-1h,smaAbove,MKT,1.0,mid,1993,-15.93,-8.93,-10.9,-7.0,0.404,False
BTCUSDT-1h,trendHi,MKT,1.0,mid,1334,-17.65,-10.65,-13.4,-8.0,0.394,False
BTCUSDT-1h,XL,MKT,1.0,mid,812,-17.01,-10.01,-13.8,-5.9,0.358,False
BTCUSDT-1h,XLtrend,MKT,1.0,mid,400,-18.5,-11.5,-17.8,-5.4,0.355,False
BTCUSDT-1h,loud,MKT,1.5,low,1322,-14.63,-7.63,-11.4,-3.8,0.39,False
BTCUSDT-1h,uwd10,MKT,1.5,low,1008,-13.51,-6.51,-9.9,-3.1,0.318,False
BTCUSDT-1h,uwd910,MKT,1.5,low,2018,-13.38,-6.38,-8.7,-4.0,0.361,False
BTCUSDT-1h,prevBull,MKT,1.5,low,1816,-15.07,-8.07,-10.5,-5.5,0.365,False
BTCUSDT-1h,smaAbove,MKT,1.5,low,1994,-13.45,-6.45,-8.9,-4.0,0.389,False
BTCUSDT-1h,trendHi,MKT,1.5,low,1335,-14.62,-7.62,-10.9,-4.3,0.384,False
BTCUSDT-1h,XL,MKT,1.5,low,812,-14.76,-7.76,-12.3,-2.7,0.334,False
BTCUSDT-1h,XLtrend,MKT,1.5,low,400,-16.76,-9.76,-17.2,-2.4,0.323,False
BTCUSDT-1h,loud,MKT,1.5,mid,1322,-14.84,-7.84,-11.5,-4.2,0.356,False
BTCUSDT-1h,uwd10,MKT,1.5,mid,1008,-13.03,-6.03,-9.4,-2.8,0.297,False
BTCUSDT-1h,uwd910,MKT,1.5,mid,2018,-13.4,-6.4,-8.6,-4.1,0.33,False
BTCUSDT-1h,prevBull,MKT,1.5,mid,1816,-15.35,-8.35,-10.6,-5.9,0.328,False
BTCUSDT-1h,smaAbove,MKT,1.5,mid,1994,-13.62,-6.62,-8.9,-4.3,0.355,False
BTCUSDT-1h,trendHi,MKT,1.5,mid,1335,-14.85,-7.85,-11.1,-4.7,0.35,False
BTCUSDT-1h,XL,MKT,1.5,mid,812,-14.33,-7.33,-11.7,-2.7,0.308,False
BTCUSDT-1h,XLtrend,MKT,1.5,mid,400,-16.37,-9.37,-16.5,-2.0,0.297,False
BTCUSDT-1h,loud,PB,1.0,low,1117,-11.89,-4.89,-6.9,-2.7,0.168,False
BTCUSDT-1h,uwd10,PB,1.0,low,930,-12.11,-5.11,-6.5,-3.8,0.117,False
BTCUSDT-1h,uwd910,PB,1.0,low,1832,-11.93,-4.93,-6.0,-3.9,0.15,False
BTCUSDT-1h,prevBull,PB,1.0,low,1630,-11.5,-4.5,-5.9,-3.3,0.181,False
BTCUSDT-1h,smaAbove,PB,1.0,low,1754,-11.49,-4.49,-5.7,-3.3,0.178,False
BTCUSDT-1h,trendHi,PB,1.0,low,1165,-11.36,-4.36,-6.1,-2.7,0.183,False
BTCUSDT-1h,XL,PB,1.0,low,717,-12.2,-5.2,-7.4,-2.9,0.142,False
BTCUSDT-1h,XLtrend,PB,1.0,low,346,-10.22,-3.22,-6.8,0.6,0.168,False
BTCUSDT-1h,loud,PB,1.0,mid,1117,-11.25,-4.25,-5.6,-2.7,0.097,False
BTCUSDT-1h,uwd10,PB,1.0,mid,930,-11.59,-4.59,-5.6,-3.5,0.055,False
BTCUSDT-1h,uwd910,PB,1.0,mid,1832,-11.84,-4.84,-5.6,-4.0,0.073,False
BTCUSDT-1h,prevBull,PB,1.0,mid,1630,-11.59,-4.59,-5.5,-3.7,0.095,False
BTCUSDT-1h,smaAbove,PB,1.0,mid,1754,-11.43,-4.43,-5.3,-3.5,0.093,False
BTCUSDT-1h,trendHi,PB,1.0,mid,1165,-11.13,-4.13,-5.4,-2.8,0.099,False
BTCUSDT-1h,XL,PB,1.0,mid,717,-11.32,-4.32,-5.9,-2.6,0.079,False
BTCUSDT-1h,XLtrend,PB,1.0,mid,346,-9.83,-2.83,-5.6,0.2,0.098,False
BTCUSDT-1h,loud,PB,1.5,low,1117,-12.33,-5.33,-7.5,-3.1,0.135,False
BTCUSDT-1h,uwd10,PB,1.5,low,930,-12.42,-5.42,-7.0,-3.8,0.09,False
BTCUSDT-1h,uwd910,PB,1.5,low,1832,-11.95,-4.95,-6.2,-3.7,0.123,False
BTCUSDT-1h,prevBull,PB,1.5,low,1630,-11.38,-4.38,-5.9,-2.9,0.148,False
