series,cond,entry,f,stop_type,stop_param,N,stop_out,net_maker,ci_lo,ci_hi,wr,edge_ret,sig_maker
SOLUSDT-1h,C6_w9dip,PB,1.5,ATR,1.0,701,0.485,-30.35,-42.6,-18.3,0.515,0.0,False
SOLUSDT-1h,C6_w9dip,PB,1.5,ATR,1.5,701,0.378,-26.89,-42.1,-12.2,0.622,0.0,False
SOLUSDT-1h,C6_w9dip,PB,1.5,ATR,2.0,701,0.32,-26.18,-41.7,-10.8,0.68,0.0,False
SOLUSDT-1h,C6_w9dip,PB,1.5,ATR,3.0,701,0.243,-24.49,-43.5,-4.9,0.757,0.0,False
SOLUSDT-1h,C6_w9dip,PB,1.5,QMAE,50.0,701,0.462,-25.14,-34.6,-16.7,0.538,0.0,False
SOLUSDT-1h,C6_w9dip,PB,1.5,QMAE,75.0,701,0.265,-38.67,-55.3,-21.5,0.735,0.0,False
SOLUSDT-1h,C6_w9dip,PB,1.5,QMAE,90.0,701,0.175,-64.51,-90.9,-38.5,0.825,0.0,False
SOLUSDT-1h,C6_w9dip,PB,1.5,QMAE,95.0,701,0.154,-91.73,-124.9,-60.1,0.846,0.0,False
SOLUSDT-1h,C6_w9dip,PB,1.5,TIME,2.0,701,0.0,-29.92,-43.3,-17.3,0.509,0.0,False
SOLUSDT-1h,C6_w9dip,PB,1.5,TIME,4.0,701,0.0,-33.07,-49.2,-18.2,0.579,0.0,False
SOLUSDT-1h,C6_w9dip,PB,1.5,TIME,6.0,701,0.0,-29.07,-45.2,-12.9,0.625,0.0,False
SOLUSDT-1h,C6_w9dip,PB,1.5,TIME,8.0,701,0.0,-23.98,-42.8,-6.7,0.658,0.0,False
SOLUSDT-1h,C6_w9dip,PB,1.5,TIME,12.0,701,0.0,-14.46,-33.6,4.0,0.713,0.0,False
SOLUSDT-1h,C6_w9dip,PB,1.5,TIME,24.0,701,0.0,-16.71,-45.1,8.1,0.78,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,NOSL,0.0,466,0.0,-90128709.4,-118025705.8,-64377636.3,0.91,1.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ABS,10.0,466,0.985,-14.77,-15.4,-14.1,0.015,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ABS,20.0,466,0.916,-20.15,-21.6,-18.6,0.084,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ABS,30.0,466,0.841,-23.98,-26.2,-21.7,0.159,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ABS,50.0,466,0.7,-26.82,-30.7,-23.0,0.3,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ABS,75.0,466,0.562,-27.69,-33.1,-22.5,0.438,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ABS,100.0,466,0.468,-26.7,-33.6,-19.9,0.532,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ABS,150.0,466,0.333,-21.94,-30.7,-13.4,0.667,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ABS,200.0,466,0.27,-21.93,-32.4,-12.2,0.73,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ABS,300.0,466,0.197,-21.62,-34.8,-9.2,0.803,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ABS,500.0,466,0.135,-25.33,-42.9,-8.0,0.865,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ATR,0.5,466,0.599,-27.77,-34.9,-21.1,0.401,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ATR,1.0,466,0.356,-25.61,-36.1,-15.5,0.644,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ATR,1.5,466,0.234,-13.8,-26.7,-2.3,0.766,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ATR,2.0,466,0.185,-12.46,-27.9,1.4,0.815,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,ATR,3.0,466,0.146,-21.77,-42.5,-3.4,0.854,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,QMAE,50.0,466,0.337,-21.68,-30.6,-13.4,0.663,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,QMAE,75.0,466,0.163,-24.13,-40.0,-9.1,0.837,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,QMAE,90.0,466,0.105,-40.66,-65.1,-17.0,0.895,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,QMAE,95.0,466,0.094,-60.94,-93.7,-30.2,0.906,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,TIME,2.0,466,0.0,-20.59,-30.0,-12.0,0.567,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,TIME,4.0,466,0.0,-16.18,-29.4,-4.0,0.695,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,TIME,6.0,466,0.0,-14.92,-30.4,-1.0,0.738,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,TIME,8.0,466,0.0,-8.01,-24.2,6.1,0.781,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,TIME,12.0,466,0.0,-16.03,-35.7,0.0,0.807,0.0,False
SOLUSDT-1h,CQ7_w78q,PB,1.5,TIME,24.0,466,0.0,-19.32,-48.0,3.9,0.865,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,NOSL,0.0,3324,0.0,-92960229.12,-102895549.9,-83333272.9,0.907,1.0,False
SOLUSDT-1h,ALL,MKT,1.0,ABS,10.0,3324,0.881,-6.42,-7.3,-5.5,0.119,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ABS,20.0,3324,0.791,-8.77,-9.9,-7.5,0.209,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ABS,30.0,3324,0.705,-9.28,-10.7,-7.7,0.295,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ABS,50.0,3324,0.586,-10.25,-12.1,-8.2,0.414,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ABS,75.0,3324,0.486,-11.05,-13.4,-8.7,0.514,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ABS,100.0,3324,0.415,-11.24,-14.0,-8.4,0.585,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ABS,150.0,3324,0.322,-10.26,-13.8,-6.8,0.678,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ABS,200.0,3324,0.268,-11.28,-15.5,-7.2,0.732,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ABS,300.0,3324,0.196,-9.56,-14.9,-4.5,0.804,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ABS,500.0,3324,0.135,-12.25,-19.3,-5.5,0.865,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ATR,0.5,3324,0.509,-9.79,-12.8,-6.9,0.491,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ATR,1.0,3324,0.34,-10.26,-14.5,-6.1,0.66,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ATR,1.5,3324,0.258,-8.63,-13.8,-3.4,0.742,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ATR,2.0,3324,0.207,-7.69,-13.2,-2.1,0.793,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,ATR,3.0,3324,0.152,-8.51,-15.7,-1.5,0.848,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,QMAE,50.0,3324,0.5,-10.84,-13.2,-8.5,0.5,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,QMAE,75.0,3324,0.25,-10.93,-15.5,-6.7,0.75,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,QMAE,90.0,3324,0.12,-15.86,-23.7,-8.4,0.88,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,QMAE,95.0,3324,0.103,-34.0,-44.5,-23.8,0.897,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,TIME,2.0,3324,0.0,-5.62,-9.9,-1.7,0.631,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,TIME,4.0,3324,0.0,-6.73,-12.0,-1.9,0.709,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,TIME,6.0,3324,0.0,-3.9,-9.5,1.3,0.748,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,TIME,8.0,3324,0.0,-1.76,-7.7,3.9,0.776,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,TIME,12.0,3324,0.0,-0.73,-7.1,5.3,0.812,0.0,False
SOLUSDT-1h,ALL,MKT,1.0,TIME,24.0,3324,0.0,-1.6,-10.4,6.4,0.862,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,NOSL,0.0,1311,0.0,-54157091.5,-67124291.7,-41952667.1,0.946,1.0,False
SOLUSDT-1h,quiet,MKT,1.0,ABS,10.0,1311,0.858,-7.15,-8.1,-6.2,0.142,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ABS,20.0,1311,0.733,-8.04,-9.5,-6.5,0.267,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ABS,30.0,1311,0.632,-8.19,-10.1,-6.2,0.368,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ABS,50.0,1311,0.51,-9.12,-11.9,-6.5,0.49,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ABS,75.0,1311,0.402,-8.87,-12.3,-5.7,0.598,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ABS,100.0,1311,0.327,-7.75,-11.5,-4.1,0.673,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ABS,150.0,1311,0.246,-7.5,-12.3,-2.8,0.754,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ABS,200.0,1311,0.203,-8.95,-14.5,-3.7,0.797,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ABS,300.0,1311,0.137,-5.43,-12.3,1.2,0.863,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ABS,500.0,1311,0.092,-8.1,-17.1,0.6,0.908,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ATR,0.5,1311,0.406,-7.39,-11.3,-3.9,0.594,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ATR,1.0,1311,0.249,-7.35,-12.9,-2.0,0.751,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ATR,1.5,1311,0.174,-3.45,-9.9,2.6,0.826,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ATR,2.0,1311,0.141,-4.48,-12.1,2.4,0.859,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,ATR,3.0,1311,0.1,-4.42,-13.9,4.6,0.9,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,QMAE,50.0,1311,0.416,-8.79,-12.2,-5.7,0.584,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,QMAE,75.0,1311,0.185,-7.72,-13.6,-2.2,0.815,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,QMAE,90.0,1311,0.078,-7.75,-17.8,1.3,0.922,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,QMAE,95.0,1311,0.063,-15.7,-28.4,-3.9,0.937,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,TIME,2.0,1311,0.0,-3.29,-8.1,1.4,0.696,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,TIME,4.0,1311,0.0,-2.85,-9.4,3.1,0.784,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,TIME,6.0,1311,0.0,-1.98,-9.2,4.8,0.815,0.0,False
SOLUSDT-1h,quiet,MKT,1.0,TIME,8.0,1311,0.0,1.51,-5.7,8.4,0.843,-0.0,False
SOLUSDT-1h,quiet,MKT,1.0,TIME,12.0,1311,0.0,1.42,-7.0,9.1,0.876,-0.0,False
SOLUSDT-1h,quiet,MKT,1.0,TIME,24.0,1311,0.0,3.19,-8.6,13.1,0.909,-0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,NOSL,0.0,1328,0.0,-76807182.32,-91114410.9,-62499954.1,0.923,1.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ABS,10.0,1328,0.87,-6.87,-8.0,-5.7,0.13,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ABS,20.0,1328,0.772,-9.71,-11.3,-8.1,0.228,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ABS,30.0,1328,0.675,-10.4,-12.4,-8.4,0.325,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ABS,50.0,1328,0.544,-10.87,-13.6,-8.2,0.456,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ABS,75.0,1328,0.44,-11.52,-14.9,-8.0,0.56,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ABS,100.0,1328,0.373,-12.2,-16.1,-8.2,0.627,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ABS,150.0,1328,0.286,-12.21,-17.4,-7.1,0.714,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ABS,200.0,1328,0.234,-12.25,-18.6,-6.1,0.766,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ABS,300.0,1328,0.169,-11.35,-18.9,-3.8,0.831,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ABS,500.0,1328,0.116,-14.82,-25.0,-5.2,0.884,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ATR,0.5,1328,0.464,-10.53,-14.5,-6.4,0.536,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ATR,1.0,1328,0.3,-12.4,-18.5,-6.5,0.7,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ATR,1.5,1328,0.218,-9.43,-16.4,-2.3,0.782,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ATR,2.0,1328,0.175,-10.57,-19.1,-2.5,0.825,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,ATR,3.0,1328,0.13,-13.73,-24.2,-3.2,0.87,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,QMAE,50.0,1328,0.458,-11.8,-15.1,-8.4,0.542,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,QMAE,75.0,1328,0.216,-11.47,-17.9,-5.0,0.784,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,QMAE,90.0,1328,0.104,-18.41,-29.6,-7.6,0.896,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,QMAE,95.0,1328,0.09,-34.36,-48.8,-20.0,0.91,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,TIME,2.0,1328,0.0,-9.37,-15.1,-3.8,0.666,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,TIME,4.0,1328,0.0,-9.97,-17.9,-2.7,0.748,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,TIME,6.0,1328,0.0,-8.26,-16.6,-0.6,0.785,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,TIME,8.0,1328,0.0,-6.24,-15.1,1.8,0.81,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,TIME,12.0,1328,0.0,-8.44,-18.2,0.5,0.84,0.0,False
SOLUSDT-1h,uwd78,MKT,1.0,TIME,24.0,1328,0.0,-5.9,-18.8,5.3,0.889,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,NOSL,0.0,2326,0.0,-81255320.42,-92433310.1,-70507255.1,0.919,1.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ABS,10.0,2326,0.877,-6.51,-7.5,-5.4,0.123,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ABS,20.0,2326,0.781,-8.94,-10.4,-7.5,0.219,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ABS,30.0,2326,0.691,-9.71,-11.4,-7.9,0.309,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ABS,50.0,2326,0.566,-10.52,-12.8,-8.2,0.434,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ABS,75.0,2326,0.467,-12.0,-14.9,-9.2,0.533,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ABS,100.0,2326,0.395,-11.68,-15.0,-8.2,0.605,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ABS,150.0,2326,0.304,-11.43,-15.7,-7.2,0.696,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ABS,200.0,2326,0.252,-12.37,-17.1,-7.5,0.748,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ABS,300.0,2326,0.184,-11.21,-17.3,-5.3,0.816,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ABS,500.0,2326,0.123,-12.01,-20.1,-4.1,0.877,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ATR,0.5,2326,0.488,-10.14,-13.6,-6.7,0.512,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ATR,1.0,2326,0.316,-10.04,-14.8,-5.3,0.684,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ATR,1.5,2326,0.24,-9.44,-15.5,-3.7,0.76,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ATR,2.0,2326,0.193,-8.42,-15.1,-1.8,0.807,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,ATR,3.0,2326,0.143,-10.49,-18.9,-2.6,0.857,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,QMAE,50.0,2326,0.482,-11.87,-14.6,-9.2,0.518,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,QMAE,75.0,2326,0.236,-12.58,-17.8,-7.6,0.764,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,QMAE,90.0,2326,0.109,-14.87,-23.7,-6.2,0.891,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,QMAE,95.0,2326,0.092,-30.23,-41.5,-19.4,0.908,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,TIME,2.0,2326,0.0,-5.53,-10.3,-0.8,0.649,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,TIME,4.0,2326,0.0,-7.43,-13.6,-1.5,0.727,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,TIME,6.0,2326,0.0,-5.1,-11.5,1.0,0.764,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,TIME,8.0,2326,0.0,-2.67,-9.4,3.9,0.792,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,TIME,12.0,2326,0.0,-2.78,-10.1,4.6,0.825,0.0,False
SOLUSDT-1h,uwd79,MKT,1.0,TIME,24.0,2326,0.0,-1.11,-10.1,7.6,0.874,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,NOSL,0.0,1608,0.0,-82711386.02,-96392978.8,-70273573.6,0.917,1.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ABS,10.0,1608,0.868,-5.91,-7.2,-4.4,0.132,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ABS,20.0,1608,0.76,-7.02,-8.8,-5.1,0.24,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ABS,30.0,1608,0.673,-7.31,-9.5,-5.0,0.327,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ABS,50.0,1608,0.561,-8.86,-11.6,-6.1,0.439,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ABS,75.0,1608,0.471,-10.63,-14.1,-7.2,0.529,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ABS,100.0,1608,0.409,-12.32,-16.3,-8.2,0.591,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ABS,150.0,1608,0.313,-10.77,-16.1,-5.6,0.687,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ABS,200.0,1608,0.256,-10.6,-16.3,-4.6,0.744,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ABS,300.0,1608,0.187,-9.82,-16.8,-2.3,0.813,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ABS,500.0,1608,0.129,-12.98,-22.7,-3.6,0.871,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ATR,0.5,1608,0.486,-8.8,-13.1,-4.3,0.514,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ATR,1.0,1608,0.327,-9.46,-15.5,-3.6,0.673,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ATR,1.5,1608,0.248,-8.69,-16.3,-1.2,0.752,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ATR,2.0,1608,0.196,-5.47,-13.2,2.5,0.804,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,ATR,3.0,1608,0.145,-5.6,-15.3,3.9,0.855,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,QMAE,50.0,1608,0.484,-10.28,-13.6,-7.0,0.516,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,QMAE,75.0,1608,0.238,-10.44,-16.4,-4.1,0.762,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,QMAE,90.0,1608,0.112,-14.12,-24.7,-3.6,0.888,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,QMAE,95.0,1608,0.094,-28.68,-42.7,-15.5,0.906,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,TIME,2.0,1608,0.0,-6.03,-12.1,-0.3,0.655,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,TIME,4.0,1608,0.0,-5.83,-13.3,1.2,0.73,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,TIME,6.0,1608,0.0,-2.97,-10.6,4.4,0.766,0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,TIME,8.0,1608,0.0,1.38,-6.5,8.8,0.793,-0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,TIME,12.0,1608,0.0,2.89,-5.5,11.0,0.828,-0.0,False
SOLUSDT-1h,prevBear,MKT,1.0,TIME,24.0,1608,0.0,2.24,-9.3,12.8,0.875,-0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,NOSL,0.0,1438,0.0,-86230822.2,-100139028.3,-72322615.3,0.914,1.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ABS,10.0,1438,0.873,-6.93,-8.0,-5.8,0.127,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ABS,20.0,1438,0.783,-9.37,-11.0,-7.7,0.217,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ABS,30.0,1438,0.696,-10.38,-12.5,-8.3,0.304,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ABS,50.0,1438,0.571,-11.28,-14.0,-8.6,0.429,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ABS,75.0,1438,0.465,-11.41,-15.0,-8.0,0.535,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ABS,100.0,1438,0.397,-12.46,-16.6,-8.4,0.603,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ABS,150.0,1438,0.312,-13.36,-18.8,-8.1,0.688,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ABS,200.0,1438,0.263,-15.47,-21.7,-9.6,0.737,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ABS,300.0,1438,0.197,-16.66,-24.5,-9.2,0.803,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ABS,500.0,1438,0.141,-23.23,-34.0,-13.2,0.859,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ATR,0.5,1438,0.498,-11.96,-16.8,-7.3,0.502,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ATR,1.0,1438,0.329,-13.57,-21.0,-6.7,0.671,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ATR,1.5,1438,0.252,-12.86,-20.8,-4.8,0.748,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ATR,2.0,1438,0.208,-13.88,-23.1,-5.3,0.792,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,ATR,3.0,1438,0.155,-16.4,-27.5,-5.9,0.845,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,QMAE,50.0,1438,0.483,-11.72,-15.2,-8.4,0.517,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,QMAE,75.0,1438,0.244,-14.82,-21.3,-8.4,0.756,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,QMAE,90.0,1438,0.125,-26.33,-38.0,-15.2,0.875,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,QMAE,95.0,1438,0.103,-40.44,-55.8,-26.2,0.897,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,TIME,2.0,1438,0.0,-11.41,-19.0,-4.4,0.639,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,TIME,4.0,1438,0.0,-14.2,-23.4,-5.5,0.714,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,TIME,6.0,1438,0.0,-11.26,-20.8,-2.1,0.761,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,TIME,8.0,1438,0.0,-7.82,-17.7,1.6,0.789,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,TIME,12.0,1438,0.0,-5.95,-16.7,4.3,0.822,0.0,False
SOLUSDT-1h,smaBelow,MKT,1.0,TIME,24.0,1438,0.0,-8.92,-24.2,4.6,0.869,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,NOSL,0.0,1199,0.0,-56713886.41,-70058340.6,-44203460.7,0.943,1.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ABS,10.0,1199,0.859,-6.96,-8.0,-5.8,0.141,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ABS,20.0,1199,0.737,-7.85,-9.5,-6.2,0.263,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ABS,30.0,1199,0.641,-8.22,-10.3,-6.1,0.359,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ABS,50.0,1199,0.52,-9.27,-12.0,-6.5,0.48,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ABS,75.0,1199,0.412,-9.11,-12.4,-5.7,0.588,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ABS,100.0,1199,0.336,-7.94,-11.9,-4.0,0.664,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ABS,150.0,1199,0.254,-7.77,-12.7,-3.1,0.746,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ABS,200.0,1199,0.212,-9.78,-15.3,-4.0,0.788,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ABS,300.0,1199,0.143,-6.37,-13.1,0.6,0.857,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ABS,500.0,1199,0.098,-9.52,-18.5,-0.5,0.902,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ATR,0.5,1199,0.412,-7.22,-11.3,-3.4,0.588,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ATR,1.0,1199,0.258,-7.69,-13.5,-2.2,0.742,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ATR,1.5,1199,0.183,-4.52,-11.1,1.9,0.817,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ATR,2.0,1199,0.149,-6.18,-14.1,1.3,0.851,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,ATR,3.0,1199,0.107,-6.33,-16.5,3.3,0.893,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,QMAE,50.0,1199,0.426,-9.04,-12.3,-5.8,0.574,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,QMAE,75.0,1199,0.193,-8.46,-14.4,-2.5,0.807,0.0,False
SOLUSDT-1h,C3_w8q,MKT,1.0,QMAE,90.0,1199,0.083,-9.35,-19.1,0.9,0.917,0.0,False
