series,cond,entry,f,sl,N,net_taker,net_maker,ci_lo_m,ci_hi_m,wr,pf,sig_maker
ICPUSDT-4h,uwd78,PB,1.0,mid,300,-17.21,-10.21,-18.3,-1.8,0.123,0.77,False
ICPUSDT-4h,uwd79,PB,1.0,mid,526,-17.15,-10.15,-16.8,-3.3,0.112,0.76,False
ICPUSDT-4h,prevBear,PB,1.0,mid,356,-13.43,-6.43,-14.4,2.6,0.104,0.9,False
ICPUSDT-4h,smaBelow,PB,1.0,mid,356,-15.72,-8.72,-16.2,-0.2,0.098,0.79,False
ICPUSDT-4h,C3_w8q,PB,1.0,mid,270,-16.72,-9.72,-16.0,-2.8,0.111,0.72,False
ICPUSDT-4h,C6_w9dip,PB,1.0,mid,183,-14.33,-7.33,-17.8,5.8,0.077,0.84,False
ICPUSDT-4h,CQ7_w78q,PB,1.0,mid,122,-13.41,-6.41,-18.7,7.0,0.156,0.9,False
ICPUSDT-4h,ALL,PB,1.5,low,757,-15.77,-8.77,-17.7,0.3,0.157,0.89,False
ICPUSDT-4h,quiet,PB,1.5,low,299,-20.53,-13.53,-25.1,-2.2,0.164,0.76,False
ICPUSDT-4h,uwd78,PB,1.5,low,300,-16.09,-9.09,-23.9,6.0,0.193,0.89,False
ICPUSDT-4h,uwd79,PB,1.5,low,526,-18.01,-11.01,-21.7,0.4,0.169,0.85,False
ICPUSDT-4h,prevBear,PB,1.5,low,356,-22.4,-15.4,-27.8,-2.6,0.143,0.75,False
ICPUSDT-4h,smaBelow,PB,1.5,low,356,-24.96,-17.96,-28.6,-7.5,0.146,0.67,False
ICPUSDT-4h,C3_w8q,PB,1.5,low,270,-24.55,-17.55,-28.7,-6.7,0.148,0.65,False
ICPUSDT-4h,C6_w9dip,PB,1.5,low,183,-25.62,-18.62,-32.4,-2.4,0.115,0.65,False
ICPUSDT-4h,CQ7_w78q,PB,1.5,low,122,-9.53,-2.53,-24.3,22.4,0.23,1.03,False
ICPUSDT-4h,ALL,PB,1.5,mid,757,-17.3,-10.3,-16.2,-4.1,0.074,0.75,False
ICPUSDT-4h,quiet,PB,1.5,mid,299,-17.66,-10.66,-18.2,-3.0,0.084,0.71,False
ICPUSDT-4h,uwd78,PB,1.5,mid,300,-15.07,-8.07,-18.0,2.5,0.103,0.85,False
ICPUSDT-4h,uwd79,PB,1.5,mid,526,-17.06,-10.06,-17.3,-2.9,0.089,0.77,False
ICPUSDT-4h,prevBear,PB,1.5,mid,356,-13.93,-6.93,-16.2,3.5,0.079,0.88,False
ICPUSDT-4h,smaBelow,PB,1.5,mid,356,-19.21,-12.21,-19.3,-4.7,0.07,0.65,False
ICPUSDT-4h,C3_w8q,PB,1.5,mid,270,-19.43,-12.43,-19.3,-5.0,0.074,0.61,False
ICPUSDT-4h,C6_w9dip,PB,1.5,mid,183,-21.29,-14.29,-23.5,-3.4,0.044,0.54,False
ICPUSDT-4h,CQ7_w78q,PB,1.5,mid,122,-12.44,-5.44,-19.5,11.2,0.123,0.94,False
BTCUSDT-15m,ALL,MKT,1.0,low,13282,-14.3,-7.3,-7.8,-6.9,0.453,0.69,False
BTCUSDT-15m,quiet,MKT,1.0,low,5351,-14.47,-7.47,-7.9,-7.0,0.448,0.59,False
BTCUSDT-15m,uwd78,MKT,1.0,low,5313,-15.64,-8.64,-9.4,-7.9,0.505,0.59,False
BTCUSDT-15m,uwd79,MKT,1.0,low,9298,-15.23,-8.23,-8.8,-7.7,0.478,0.62,False
BTCUSDT-15m,prevBear,MKT,1.0,low,6229,-14.35,-7.35,-8.0,-6.7,0.468,0.67,False
BTCUSDT-15m,smaBelow,MKT,1.0,low,5380,-14.49,-7.49,-8.3,-6.8,0.47,0.65,False
BTCUSDT-15m,C3_w8q,MKT,1.0,low,4788,-14.13,-7.13,-7.6,-6.6,0.446,0.62,False
BTCUSDT-15m,C6_w9dip,MKT,1.0,low,3012,-13.28,-6.28,-7.1,-5.4,0.442,0.76,False
BTCUSDT-15m,CQ7_w78q,MKT,1.0,low,2178,-15.86,-8.86,-9.5,-8.1,0.48,0.47,False
BTCUSDT-15m,ALL,MKT,1.0,mid,13282,-14.34,-7.34,-7.8,-6.9,0.419,0.67,False
BTCUSDT-15m,quiet,MKT,1.0,mid,5351,-14.59,-7.59,-8.0,-7.1,0.412,0.56,False
BTCUSDT-15m,uwd78,MKT,1.0,mid,5313,-15.71,-8.71,-9.5,-8.0,0.46,0.57,False
BTCUSDT-15m,uwd79,MKT,1.0,mid,9298,-15.25,-8.25,-8.8,-7.7,0.438,0.6,False
BTCUSDT-15m,prevBear,MKT,1.0,mid,6229,-14.34,-7.34,-8.0,-6.7,0.437,0.65,False
BTCUSDT-15m,smaBelow,MKT,1.0,mid,5380,-14.43,-7.43,-8.2,-6.8,0.437,0.64,False
BTCUSDT-15m,C3_w8q,MKT,1.0,mid,4788,-14.27,-7.27,-7.7,-6.8,0.411,0.59,False
BTCUSDT-15m,C6_w9dip,MKT,1.0,mid,3012,-13.25,-6.25,-7.1,-5.4,0.414,0.75,False
BTCUSDT-15m,CQ7_w78q,MKT,1.0,mid,2178,-15.98,-8.98,-9.7,-8.3,0.435,0.44,False
BTCUSDT-15m,ALL,MKT,1.5,low,13282,-12.76,-5.76,-6.3,-5.2,0.409,0.84,False
BTCUSDT-15m,quiet,MKT,1.5,low,5351,-12.93,-5.93,-6.5,-5.4,0.418,0.78,False
BTCUSDT-15m,uwd78,MKT,1.5,low,5313,-14.18,-7.18,-8.1,-6.4,0.468,0.74,False
BTCUSDT-15m,uwd79,MKT,1.5,low,9298,-13.63,-6.63,-7.2,-6.0,0.439,0.78,False
BTCUSDT-15m,prevBear,MKT,1.5,low,6229,-12.81,-5.81,-6.5,-5.1,0.425,0.83,False
BTCUSDT-15m,smaBelow,MKT,1.5,low,5380,-13.03,-6.03,-6.9,-5.2,0.428,0.81,False
BTCUSDT-15m,C3_w8q,MKT,1.5,low,4788,-12.57,-5.57,-6.1,-5.0,0.415,0.82,False
BTCUSDT-15m,C6_w9dip,MKT,1.5,low,3012,-11.51,-4.51,-5.5,-3.6,0.396,0.95,False
BTCUSDT-15m,CQ7_w78q,MKT,1.5,low,2178,-14.25,-7.25,-8.0,-6.4,0.462,0.66,False
BTCUSDT-15m,ALL,MKT,1.5,mid,13282,-12.81,-5.81,-6.3,-5.3,0.379,0.83,False
BTCUSDT-15m,quiet,MKT,1.5,mid,5351,-13.09,-6.09,-6.6,-5.6,0.386,0.75,False
BTCUSDT-15m,uwd78,MKT,1.5,mid,5313,-14.23,-7.23,-8.1,-6.4,0.428,0.72,False
BTCUSDT-15m,uwd79,MKT,1.5,mid,9298,-13.66,-6.66,-7.2,-6.1,0.403,0.77,False
BTCUSDT-15m,prevBear,MKT,1.5,mid,6229,-12.8,-5.8,-6.5,-5.1,0.398,0.82,False
BTCUSDT-15m,smaBelow,MKT,1.5,mid,5380,-12.93,-5.93,-6.7,-5.2,0.398,0.81,False
BTCUSDT-15m,C3_w8q,MKT,1.5,mid,4788,-12.73,-5.73,-6.3,-5.2,0.384,0.79,False
BTCUSDT-15m,C6_w9dip,MKT,1.5,mid,3012,-11.52,-4.52,-5.5,-3.6,0.371,0.94,False
BTCUSDT-15m,CQ7_w78q,MKT,1.5,mid,2178,-14.52,-7.52,-8.3,-6.8,0.418,0.61,False
BTCUSDT-15m,ALL,PB,1.0,low,11531,-11.64,-4.64,-4.9,-4.4,0.163,0.85,False
BTCUSDT-15m,quiet,PB,1.0,low,4793,-11.78,-4.78,-5.1,-4.5,0.164,0.77,False
BTCUSDT-15m,uwd78,PB,1.0,low,4450,-11.58,-4.58,-5.0,-4.1,0.219,0.88,False
BTCUSDT-15m,uwd79,PB,1.0,low,7930,-11.65,-4.65,-5.0,-4.3,0.194,0.86,False
BTCUSDT-15m,prevBear,PB,1.0,low,5418,-11.58,-4.58,-4.9,-4.2,0.164,0.86,False
BTCUSDT-15m,smaBelow,PB,1.0,low,4696,-11.76,-4.76,-5.2,-4.3,0.177,0.83,False
BTCUSDT-15m,C3_w8q,PB,1.0,low,4304,-11.85,-4.85,-5.1,-4.6,0.151,0.75,False
BTCUSDT-15m,C6_w9dip,PB,1.0,low,2673,-11.46,-4.46,-4.9,-4.0,0.147,0.88,False
BTCUSDT-15m,CQ7_w78q,PB,1.0,low,1902,-11.96,-4.96,-5.4,-4.5,0.217,0.77,False
BTCUSDT-15m,ALL,PB,1.0,mid,11531,-11.72,-4.72,-4.9,-4.5,0.075,0.71,False
BTCUSDT-15m,quiet,PB,1.0,mid,4793,-11.85,-4.85,-5.0,-4.7,0.072,0.59,False
BTCUSDT-15m,uwd78,PB,1.0,mid,4450,-11.87,-4.87,-5.2,-4.6,0.105,0.72,False
BTCUSDT-15m,uwd79,PB,1.0,mid,7930,-11.76,-4.76,-5.0,-4.5,0.093,0.73,False
BTCUSDT-15m,prevBear,PB,1.0,mid,5418,-11.61,-4.61,-4.8,-4.3,0.079,0.75,False
BTCUSDT-15m,smaBelow,PB,1.0,mid,4696,-11.81,-4.81,-5.1,-4.5,0.082,0.7,False
BTCUSDT-15m,C3_w8q,PB,1.0,mid,4304,-11.81,-4.81,-5.0,-4.6,0.067,0.59,False
BTCUSDT-15m,C6_w9dip,PB,1.0,mid,2673,-11.55,-4.55,-4.9,-4.2,0.065,0.75,False
BTCUSDT-15m,CQ7_w78q,PB,1.0,mid,1902,-12.12,-5.12,-5.4,-4.8,0.1,0.58,False
BTCUSDT-15m,ALL,PB,1.5,low,11531,-11.51,-4.51,-4.8,-4.2,0.135,0.88,False
BTCUSDT-15m,quiet,PB,1.5,low,4793,-11.59,-4.59,-4.9,-4.3,0.139,0.84,False
BTCUSDT-15m,uwd78,PB,1.5,low,4450,-11.6,-4.6,-5.1,-4.1,0.187,0.89,False
BTCUSDT-15m,uwd79,PB,1.5,low,7930,-11.53,-4.53,-4.9,-4.1,0.163,0.9,False
BTCUSDT-15m,prevBear,PB,1.5,low,5418,-11.6,-4.6,-5.0,-4.2,0.133,0.86,False
BTCUSDT-15m,smaBelow,PB,1.5,low,4696,-11.71,-4.71,-5.2,-4.2,0.146,0.85,False
BTCUSDT-15m,C3_w8q,PB,1.5,low,4304,-11.67,-4.67,-5.0,-4.3,0.127,0.81,False
BTCUSDT-15m,C6_w9dip,PB,1.5,low,2673,-11.17,-4.17,-4.7,-3.5,0.119,0.96,False
BTCUSDT-15m,CQ7_w78q,PB,1.5,low,1902,-11.65,-4.65,-5.2,-4.1,0.192,0.85,False
BTCUSDT-15m,ALL,PB,1.5,mid,11531,-11.59,-4.59,-4.8,-4.4,0.063,0.77,False
BTCUSDT-15m,quiet,PB,1.5,mid,4793,-11.72,-4.72,-4.9,-4.5,0.061,0.66,False
BTCUSDT-15m,uwd78,PB,1.5,mid,4450,-11.78,-4.78,-5.1,-4.4,0.089,0.75,False
BTCUSDT-15m,uwd79,PB,1.5,mid,7930,-11.61,-4.61,-4.9,-4.3,0.079,0.8,False
BTCUSDT-15m,prevBear,PB,1.5,mid,5418,-11.56,-4.56,-4.9,-4.2,0.065,0.78,False
BTCUSDT-15m,smaBelow,PB,1.5,mid,4696,-11.7,-4.7,-5.0,-4.3,0.068,0.75,False
BTCUSDT-15m,C3_w8q,PB,1.5,mid,4304,-11.68,-4.68,-4.9,-4.4,0.056,0.67,False
BTCUSDT-15m,C6_w9dip,PB,1.5,mid,2673,-11.32,-4.32,-4.7,-3.9,0.053,0.86,False
BTCUSDT-15m,CQ7_w78q,PB,1.5,mid,1902,-11.95,-4.95,-5.3,-4.6,0.086,0.65,False
BTCUSDT-1h,ALL,MKT,1.0,low,3364,-16.88,-9.88,-11.5,-8.3,0.443,0.71,False
BTCUSDT-1h,quiet,MKT,1.0,low,1366,-16.08,-9.08,-11.0,-7.4,0.444,0.64,False
BTCUSDT-1h,uwd78,MKT,1.0,low,1347,-18.28,-11.28,-13.7,-8.9,0.497,0.65,False
BTCUSDT-1h,uwd79,MKT,1.0,low,2357,-17.52,-10.52,-12.2,-8.6,0.474,0.68,False
BTCUSDT-1h,prevBear,MKT,1.0,low,1548,-16.16,-9.16,-11.6,-6.8,0.474,0.73,False
BTCUSDT-1h,smaBelow,MKT,1.0,low,1364,-18.35,-11.35,-13.7,-9.1,0.446,0.63,False
BTCUSDT-1h,C3_w8q,MKT,1.0,low,1239,-15.92,-8.92,-11.0,-7.1,0.44,0.65,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,low,763,-14.68,-7.68,-10.7,-4.4,0.438,0.8,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,low,553,-16.2,-9.2,-11.3,-7.1,0.49,0.62,False
BTCUSDT-1h,ALL,MKT,1.0,mid,3364,-17.06,-10.06,-11.6,-8.5,0.403,0.68,False
BTCUSDT-1h,quiet,MKT,1.0,mid,1366,-16.03,-9.03,-10.8,-7.3,0.405,0.62,False
BTCUSDT-1h,uwd78,MKT,1.0,mid,1347,-18.64,-11.64,-14.0,-9.4,0.451,0.62,False
BTCUSDT-1h,uwd79,MKT,1.0,mid,2357,-17.84,-10.84,-12.5,-9.0,0.429,0.65,False
BTCUSDT-1h,prevBear,MKT,1.0,mid,1548,-16.33,-9.33,-11.6,-7.1,0.436,0.71,False
BTCUSDT-1h,smaBelow,MKT,1.0,mid,1364,-18.64,-11.64,-14.0,-9.5,0.401,0.6,False
BTCUSDT-1h,C3_w8q,MKT,1.0,mid,1239,-15.96,-8.96,-10.9,-7.3,0.399,0.63,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,mid,763,-14.54,-7.54,-10.5,-4.4,0.401,0.79,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,mid,553,-16.42,-9.42,-11.5,-7.5,0.438,0.58,False
BTCUSDT-1h,ALL,MKT,1.5,low,3365,-14.16,-7.16,-9.0,-5.3,0.396,0.85,False
BTCUSDT-1h,quiet,MKT,1.5,low,1367,-13.17,-6.17,-8.3,-4.3,0.412,0.85,False
BTCUSDT-1h,uwd78,MKT,1.5,low,1347,-15.32,-8.32,-11.2,-5.6,0.449,0.81,False
BTCUSDT-1h,uwd79,MKT,1.5,low,2357,-14.43,-7.43,-9.5,-5.3,0.43,0.85,False
BTCUSDT-1h,prevBear,MKT,1.5,low,1549,-13.08,-6.08,-8.7,-3.4,0.434,0.9,False
BTCUSDT-1h,smaBelow,MKT,1.5,low,1364,-15.11,-8.11,-10.8,-5.5,0.408,0.8,False
BTCUSDT-1h,C3_w8q,MKT,1.5,low,1240,-13.02,-6.02,-8.3,-3.9,0.406,0.86,False
BTCUSDT-1h,C6_w9dip,MKT,1.5,low,763,-11.09,-4.09,-7.8,-0.4,0.396,1.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.5,low,553,-14.12,-7.12,-9.6,-4.7,0.448,0.79,False
BTCUSDT-1h,ALL,MKT,1.5,mid,3365,-14.37,-7.37,-9.1,-5.6,0.36,0.83,False
BTCUSDT-1h,quiet,MKT,1.5,mid,1367,-13.2,-6.2,-8.3,-4.4,0.377,0.84,False
BTCUSDT-1h,uwd78,MKT,1.5,mid,1347,-15.81,-8.81,-11.5,-6.2,0.405,0.77,False
BTCUSDT-1h,uwd79,MKT,1.5,mid,2357,-14.94,-7.94,-9.9,-5.8,0.387,0.81,False
BTCUSDT-1h,prevBear,MKT,1.5,mid,1549,-13.21,-6.21,-8.7,-3.7,0.397,0.88,False
BTCUSDT-1h,smaBelow,MKT,1.5,mid,1364,-15.42,-8.42,-11.1,-5.9,0.367,0.77,False
BTCUSDT-1h,C3_w8q,MKT,1.5,mid,1240,-13.09,-6.09,-8.3,-4.0,0.37,0.85,False
BTCUSDT-1h,C6_w9dip,MKT,1.5,mid,763,-10.94,-3.94,-7.6,-0.3,0.364,1.0,False
BTCUSDT-1h,CQ7_w78q,MKT,1.5,mid,553,-14.4,-7.4,-9.8,-5.1,0.401,0.75,False
BTCUSDT-1h,ALL,PB,1.0,low,2982,-11.83,-4.83,-5.7,-3.9,0.18,0.9,False
BTCUSDT-1h,quiet,PB,1.0,low,1249,-11.84,-4.84,-5.8,-3.9,0.191,0.86,False
BTCUSDT-1h,uwd78,PB,1.0,low,1150,-11.68,-4.68,-6.3,-3.1,0.228,0.93,False
BTCUSDT-1h,uwd79,PB,1.0,low,2052,-11.7,-4.7,-5.9,-3.6,0.209,0.92,False
BTCUSDT-1h,prevBear,PB,1.0,low,1352,-12.23,-5.23,-6.6,-3.9,0.179,0.85,False
BTCUSDT-1h,smaBelow,PB,1.0,low,1223,-12.25,-5.25,-6.6,-3.9,0.183,0.85,False
BTCUSDT-1h,C3_w8q,PB,1.0,low,1144,-11.8,-4.8,-5.8,-3.7,0.187,0.87,False
BTCUSDT-1h,C6_w9dip,PB,1.0,low,693,-11.98,-4.98,-6.7,-3.1,0.157,0.87,False
BTCUSDT-1h,CQ7_w78q,PB,1.0,low,494,-12.11,-5.11,-6.6,-3.6,0.245,0.84,False
BTCUSDT-1h,ALL,PB,1.0,mid,2982,-11.78,-4.78,-5.4,-4.1,0.092,0.84,False
BTCUSDT-1h,quiet,PB,1.0,mid,1249,-12.25,-5.25,-5.9,-4.5,0.089,0.67,False
BTCUSDT-1h,uwd78,PB,1.0,mid,1150,-11.69,-4.69,-5.8,-3.6,0.123,0.88,False
BTCUSDT-1h,uwd79,PB,1.0,mid,2052,-11.86,-4.86,-5.7,-4.0,0.109,0.84,False
BTCUSDT-1h,prevBear,PB,1.0,mid,1352,-12.0,-5.0,-5.9,-4.1,0.089,0.79,False
BTCUSDT-1h,smaBelow,PB,1.0,mid,1223,-12.27,-5.27,-6.2,-4.3,0.091,0.74,False
BTCUSDT-1h,C3_w8q,PB,1.0,mid,1144,-12.36,-5.36,-6.0,-4.6,0.082,0.63,False
BTCUSDT-1h,C6_w9dip,PB,1.0,mid,693,-12.03,-5.03,-6.2,-3.8,0.079,0.76,False
BTCUSDT-1h,CQ7_w78q,PB,1.0,mid,494,-12.52,-5.52,-6.5,-4.5,0.117,0.66,False
BTCUSDT-1h,ALL,PB,1.5,low,2982,-11.94,-4.94,-6.0,-3.9,0.146,0.89,False
BTCUSDT-1h,quiet,PB,1.5,low,1249,-11.48,-4.48,-5.6,-3.3,0.16,0.93,False
BTCUSDT-1h,uwd78,PB,1.5,low,1150,-11.94,-4.94,-6.8,-3.0,0.183,0.91,False
BTCUSDT-1h,uwd79,PB,1.5,low,2052,-11.73,-4.73,-6.1,-3.4,0.172,0.93,False
BTCUSDT-1h,prevBear,PB,1.5,low,1352,-12.62,-5.62,-7.0,-4.2,0.144,0.82,False
BTCUSDT-1h,smaBelow,PB,1.5,low,1223,-12.02,-5.02,-6.7,-3.4,0.152,0.88,False
BTCUSDT-1h,C3_w8q,PB,1.5,low,1144,-11.49,-4.49,-5.7,-3.3,0.156,0.92,False
BTCUSDT-1h,C6_w9dip,PB,1.5,low,693,-11.46,-4.46,-6.6,-2.2,0.133,0.94,False
BTCUSDT-1h,CQ7_w78q,PB,1.5,low,494,-11.89,-4.89,-6.5,-3.0,0.204,0.88,False
BTCUSDT-1h,ALL,PB,1.5,mid,2982,-11.82,-4.82,-5.5,-4.0,0.073,0.84,False
BTCUSDT-1h,quiet,PB,1.5,mid,1249,-11.9,-4.9,-5.7,-4.0,0.077,0.77,False
BTCUSDT-1h,uwd78,PB,1.5,mid,1150,-11.82,-4.82,-6.0,-3.5,0.097,0.86,False
BTCUSDT-1h,uwd79,PB,1.5,mid,2052,-11.91,-4.91,-5.9,-3.9,0.088,0.84,False
BTCUSDT-1h,prevBear,PB,1.5,mid,1352,-12.07,-5.07,-6.1,-4.0,0.07,0.78,False
BTCUSDT-1h,smaBelow,PB,1.5,mid,1223,-12.16,-5.16,-6.2,-4.0,0.074,0.77,False
BTCUSDT-1h,C3_w8q,PB,1.5,mid,1144,-12.01,-5.01,-5.8,-4.0,0.072,0.73,False
BTCUSDT-1h,C6_w9dip,PB,1.5,mid,693,-11.83,-4.83,-6.2,-3.3,0.066,0.81,False
BTCUSDT-1h,CQ7_w78q,PB,1.5,mid,494,-12.28,-5.28,-6.4,-4.0,0.101,0.72,False
ETHUSDT-1h,ALL,MKT,1.0,low,3328,-19.97,-12.97,-14.7,-11.1,0.413,0.65,False
ETHUSDT-1h,quiet,MKT,1.0,low,1368,-21.64,-14.64,-16.6,-12.6,0.395,0.48,False
ETHUSDT-1h,uwd78,MKT,1.0,low,1330,-21.41,-14.41,-17.3,-11.7,0.461,0.6,False
ETHUSDT-1h,uwd79,MKT,1.0,low,2328,-21.47,-14.47,-16.6,-12.2,0.442,0.6,False
ETHUSDT-1h,prevBear,MKT,1.0,low,1548,-20.13,-13.13,-15.8,-10.5,0.426,0.64,False
ETHUSDT-1h,smaBelow,MKT,1.0,low,1347,-21.47,-14.47,-17.4,-11.6,0.43,0.59,False
ETHUSDT-1h,C3_w8q,MKT,1.0,low,1207,-20.5,-13.5,-15.7,-11.4,0.399,0.51,False
ETHUSDT-1h,C6_w9dip,MKT,1.0,low,726,-22.0,-15.0,-18.8,-10.8,0.391,0.58,False
ETHUSDT-1h,CQ7_w78q,MKT,1.0,low,574,-23.96,-16.96,-20.2,-13.9,0.423,0.41,False
ETHUSDT-1h,ALL,MKT,1.0,mid,3328,-19.64,-12.64,-14.4,-10.9,0.377,0.64,False
ETHUSDT-1h,quiet,MKT,1.0,mid,1368,-21.53,-14.53,-16.4,-12.6,0.354,0.45,False
ETHUSDT-1h,uwd78,MKT,1.0,mid,1330,-21.52,-14.52,-17.4,-11.9,0.416,0.58,False
ETHUSDT-1h,uwd79,MKT,1.0,mid,2328,-21.29,-14.29,-16.4,-12.1,0.399,0.59,False
ETHUSDT-1h,prevBear,MKT,1.0,mid,1548,-19.72,-12.72,-15.2,-10.3,0.39,0.63,False
ETHUSDT-1h,smaBelow,MKT,1.0,mid,1347,-21.0,-14.0,-16.7,-11.2,0.395,0.58,False
ETHUSDT-1h,C3_w8q,MKT,1.0,mid,1207,-20.53,-13.53,-15.6,-11.5,0.355,0.48,False
ETHUSDT-1h,C6_w9dip,MKT,1.0,mid,726,-20.76,-13.76,-17.4,-9.7,0.368,0.59,False
ETHUSDT-1h,CQ7_w78q,MKT,1.0,mid,574,-23.65,-16.65,-19.8,-13.7,0.38,0.39,False
ETHUSDT-1h,ALL,MKT,1.5,low,3328,-16.24,-9.24,-11.4,-7.1,0.372,0.8,False
ETHUSDT-1h,quiet,MKT,1.5,low,1368,-19.11,-12.11,-14.3,-9.8,0.36,0.62,False
ETHUSDT-1h,uwd78,MKT,1.5,low,1330,-17.1,-10.1,-13.5,-6.9,0.429,0.78,False
ETHUSDT-1h,uwd79,MKT,1.5,low,2328,-17.19,-10.19,-12.8,-7.5,0.407,0.78,False
ETHUSDT-1h,prevBear,MKT,1.5,low,1548,-16.64,-9.64,-12.8,-6.5,0.383,0.79,False
ETHUSDT-1h,smaBelow,MKT,1.5,low,1347,-17.77,-10.77,-14.1,-7.4,0.387,0.74,False
ETHUSDT-1h,C3_w8q,MKT,1.5,low,1207,-17.92,-10.92,-13.3,-8.5,0.361,0.66,False
ETHUSDT-1h,C6_w9dip,MKT,1.5,low,726,-19.19,-12.19,-16.6,-7.4,0.335,0.7,False
ETHUSDT-1h,CQ7_w78q,MKT,1.5,low,574,-20.93,-13.93,-17.6,-10.5,0.401,0.56,False
ETHUSDT-1h,ALL,MKT,1.5,mid,3328,-16.14,-9.14,-11.2,-7.1,0.338,0.79,False
ETHUSDT-1h,quiet,MKT,1.5,mid,1368,-19.07,-12.07,-14.2,-9.9,0.322,0.59,False
ETHUSDT-1h,uwd78,MKT,1.5,mid,1330,-17.43,-10.43,-13.8,-7.4,0.387,0.75,False
ETHUSDT-1h,uwd79,MKT,1.5,mid,2328,-17.31,-10.31,-12.7,-7.8,0.366,0.76,False
ETHUSDT-1h,prevBear,MKT,1.5,mid,1548,-16.35,-9.35,-12.2,-6.3,0.349,0.78,False
ETHUSDT-1h,smaBelow,MKT,1.5,mid,1347,-17.66,-10.66,-13.8,-7.5,0.352,0.73,False
ETHUSDT-1h,C3_w8q,MKT,1.5,mid,1207,-18.05,-11.05,-13.4,-8.6,0.322,0.63,False
ETHUSDT-1h,C6_w9dip,MKT,1.5,mid,726,-18.36,-11.36,-15.7,-6.8,0.309,0.71,False
ETHUSDT-1h,CQ7_w78q,MKT,1.5,mid,574,-20.75,-13.75,-17.2,-10.4,0.361,0.54,False
ETHUSDT-1h,ALL,PB,1.0,low,2977,-12.5,-5.5,-6.6,-4.4,0.182,0.85,False
ETHUSDT-1h,quiet,PB,1.0,low,1277,-12.35,-5.35,-6.5,-4.2,0.196,0.83,False
ETHUSDT-1h,uwd78,PB,1.0,low,1150,-11.83,-4.83,-6.8,-2.9,0.224,0.93,False
ETHUSDT-1h,uwd79,PB,1.0,low,2041,-12.72,-5.72,-7.0,-4.3,0.205,0.84,False
ETHUSDT-1h,prevBear,PB,1.0,low,1397,-11.95,-4.95,-6.6,-3.3,0.192,0.91,False
ETHUSDT-1h,smaBelow,PB,1.0,low,1218,-12.87,-5.87,-7.6,-4.1,0.196,0.83,False
ETHUSDT-1h,C3_w8q,PB,1.0,low,1129,-12.37,-5.37,-6.5,-4.1,0.19,0.82,False
ETHUSDT-1h,C6_w9dip,PB,1.0,low,671,-14.42,-7.42,-9.4,-5.3,0.152,0.66,False
ETHUSDT-1h,CQ7_w78q,PB,1.0,low,522,-11.99,-4.99,-7.0,-2.8,0.239,0.89,False
ETHUSDT-1h,ALL,PB,1.0,mid,2977,-12.6,-5.6,-6.3,-4.9,0.089,0.73,False
ETHUSDT-1h,quiet,PB,1.0,mid,1277,-12.35,-5.35,-6.1,-4.5,0.094,0.72,False
ETHUSDT-1h,uwd78,PB,1.0,mid,1150,-12.63,-5.63,-7.0,-4.2,0.111,0.77,False
ETHUSDT-1h,uwd79,PB,1.0,mid,2041,-13.02,-6.02,-6.9,-5.1,0.098,0.7,False
ETHUSDT-1h,prevBear,PB,1.0,mid,1397,-12.05,-5.05,-6.2,-3.9,0.099,0.83,False
ETHUSDT-1h,smaBelow,PB,1.0,mid,1218,-12.95,-5.95,-7.1,-4.7,0.095,0.7,False
ETHUSDT-1h,C3_w8q,PB,1.0,mid,1129,-12.34,-5.34,-6.1,-4.5,0.092,0.71,False
ETHUSDT-1h,C6_w9dip,PB,1.0,mid,671,-13.24,-6.24,-7.6,-4.9,0.075,0.61,False
ETHUSDT-1h,CQ7_w78q,PB,1.0,mid,522,-11.75,-4.75,-6.3,-2.9,0.126,0.86,False
ETHUSDT-1h,ALL,PB,1.5,low,2977,-12.62,-5.62,-6.9,-4.4,0.143,0.85,False
ETHUSDT-1h,quiet,PB,1.5,low,1277,-12.86,-5.86,-7.2,-4.5,0.152,0.79,False
ETHUSDT-1h,uwd78,PB,1.5,low,1150,-12.26,-5.26,-7.4,-3.0,0.179,0.9,False
ETHUSDT-1h,uwd79,PB,1.5,low,2041,-12.76,-5.76,-7.3,-4.1,0.166,0.85,False
ETHUSDT-1h,prevBear,PB,1.5,low,1397,-12.07,-5.07,-7.0,-3.2,0.152,0.9,False
ETHUSDT-1h,smaBelow,PB,1.5,low,1218,-12.64,-5.64,-7.6,-3.5,0.159,0.86,False
ETHUSDT-1h,C3_w8q,PB,1.5,low,1129,-12.51,-5.51,-6.9,-4.0,0.15,0.82,False
ETHUSDT-1h,C6_w9dip,PB,1.5,low,671,-14.03,-7.03,-9.4,-4.5,0.119,0.72,False
ETHUSDT-1h,CQ7_w78q,PB,1.5,low,522,-13.32,-6.32,-8.5,-3.7,0.184,0.77,False
ETHUSDT-1h,ALL,PB,1.5,mid,2977,-12.55,-5.55,-6.4,-4.7,0.07,0.75,False
ETHUSDT-1h,quiet,PB,1.5,mid,1277,-12.32,-5.32,-6.3,-4.3,0.076,0.73,False
