series,cond,entry,f,exit,N,net_taker,net_maker,ci_lo_m,ci_hi_m,wr,sig_maker
SOLUSDT-4h,CQ7_w78q,PB,1.0,low,122,-21.67,-14.67,-31.7,2.5,0.221,False
SOLUSDT-4h,ALL,PB,1.0,mid,749,-17.23,-10.23,-15.4,-4.3,0.097,False
SOLUSDT-4h,quiet,PB,1.0,mid,307,-20.36,-13.36,-18.4,-7.8,0.085,False
SOLUSDT-4h,uwd78,PB,1.0,mid,290,-18.35,-11.35,-20.6,-1.6,0.124,False
SOLUSDT-4h,uwd79,PB,1.0,mid,519,-17.87,-10.87,-17.5,-3.6,0.104,False
SOLUSDT-4h,prevBear,PB,1.0,mid,326,-14.09,-7.09,-16.0,3.0,0.104,False
SOLUSDT-4h,smaBelow,PB,1.0,mid,344,-18.84,-11.84,-19.3,-3.1,0.096,False
SOLUSDT-4h,C3_w8q,PB,1.0,mid,278,-20.5,-13.5,-18.7,-7.9,0.076,False
SOLUSDT-4h,C6_w9dip,PB,1.0,mid,176,-16.57,-9.57,-17.9,-0.5,0.085,False
SOLUSDT-4h,CQ7_w78q,PB,1.0,mid,122,-27.37,-20.37,-28.0,-11.5,0.082,False
SOLUSDT-4h,ALL,PB,1.0,NOSL,749,67.86,74.86,38.4,109.9,0.916,True
SOLUSDT-4h,quiet,PB,1.0,NOSL,307,40.53,47.53,-11.7,95.0,0.945,False
SOLUSDT-4h,uwd78,PB,1.0,NOSL,290,59.95,66.95,9.6,119.0,0.917,True
SOLUSDT-4h,uwd79,PB,1.0,NOSL,519,59.22,66.22,24.0,104.4,0.911,True
SOLUSDT-4h,prevBear,PB,1.0,NOSL,326,83.73,90.73,48.5,130.2,0.929,True
SOLUSDT-4h,smaBelow,PB,1.0,NOSL,344,49.99,56.99,9.4,103.4,0.927,True
SOLUSDT-4h,C3_w8q,PB,1.0,NOSL,278,38.85,45.85,-20.4,96.7,0.946,False
SOLUSDT-4h,C6_w9dip,PB,1.0,NOSL,176,96.81,103.81,57.6,144.7,0.938,True
SOLUSDT-4h,CQ7_w78q,PB,1.0,NOSL,122,34.43,41.43,-37.5,107.5,0.926,False
SOLUSDT-4h,ALL,PB,1.5,low,749,-11.7,-4.7,-14.0,6.5,0.168,False
SOLUSDT-4h,quiet,PB,1.5,low,307,-20.91,-13.91,-23.8,-2.9,0.137,False
SOLUSDT-4h,uwd78,PB,1.5,low,290,-14.84,-7.84,-23.1,8.1,0.221,False
SOLUSDT-4h,uwd79,PB,1.5,low,519,-16.07,-9.07,-19.9,2.9,0.181,False
SOLUSDT-4h,prevBear,PB,1.5,low,326,-10.88,-3.88,-18.6,11.7,0.175,False
SOLUSDT-4h,smaBelow,PB,1.5,low,344,-20.66,-13.66,-25.8,-0.4,0.154,False
SOLUSDT-4h,C3_w8q,PB,1.5,low,278,-21.82,-14.82,-25.2,-4.2,0.126,False
SOLUSDT-4h,C6_w9dip,PB,1.5,low,176,-11.96,-4.96,-20.5,12.5,0.136,False
SOLUSDT-4h,CQ7_w78q,PB,1.5,low,122,-17.22,-10.22,-30.0,10.1,0.197,False
SOLUSDT-4h,ALL,PB,1.5,mid,749,-18.59,-11.59,-16.9,-5.6,0.077,False
SOLUSDT-4h,quiet,PB,1.5,mid,307,-21.2,-14.2,-20.1,-7.7,0.062,False
SOLUSDT-4h,uwd78,PB,1.5,mid,290,-20.05,-13.05,-21.9,-3.4,0.107,False
SOLUSDT-4h,uwd79,PB,1.5,mid,519,-20.47,-13.47,-19.9,-6.5,0.083,False
SOLUSDT-4h,prevBear,PB,1.5,mid,326,-18.16,-11.16,-19.9,-1.5,0.08,False
SOLUSDT-4h,smaBelow,PB,1.5,mid,344,-22.23,-15.23,-22.5,-7.4,0.07,False
SOLUSDT-4h,C3_w8q,PB,1.5,mid,278,-22.01,-15.01,-20.8,-8.6,0.05,False
SOLUSDT-4h,C6_w9dip,PB,1.5,mid,176,-16.83,-9.83,-19.5,2.0,0.057,False
SOLUSDT-4h,CQ7_w78q,PB,1.5,mid,122,-26.01,-19.01,-27.9,-8.9,0.074,False
SOLUSDT-4h,ALL,PB,1.5,NOSL,749,91.96,98.96,58.4,139.1,0.888,True
SOLUSDT-4h,quiet,PB,1.5,NOSL,307,71.79,78.79,16.8,129.2,0.935,True
SOLUSDT-4h,uwd78,PB,1.5,NOSL,290,64.29,71.29,3.4,134.5,0.886,True
SOLUSDT-4h,uwd79,PB,1.5,NOSL,519,76.47,83.47,34.7,127.7,0.886,True
SOLUSDT-4h,prevBear,PB,1.5,NOSL,326,107.35,114.35,61.9,159.9,0.905,True
SOLUSDT-4h,smaBelow,PB,1.5,NOSL,344,70.26,77.26,20.8,131.1,0.907,True
SOLUSDT-4h,C3_w8q,PB,1.5,NOSL,278,74.38,81.38,15.2,134.3,0.939,True
SOLUSDT-4h,C6_w9dip,PB,1.5,NOSL,176,136.92,143.92,84.9,195.4,0.92,True
SOLUSDT-4h,CQ7_w78q,PB,1.5,NOSL,122,42.14,49.14,-42.3,126.7,0.902,False
ICPUSDT-5m,ALL,MKT,1.0,low,37196,-17.38,-10.38,-10.7,-10.1,0.453,False
ICPUSDT-5m,quiet,MKT,1.0,low,13969,-17.62,-10.62,-11.0,-10.2,0.435,False
ICPUSDT-5m,uwd78,MKT,1.0,low,14902,-18.75,-11.75,-12.3,-11.3,0.519,False
ICPUSDT-5m,uwd79,MKT,1.0,low,26095,-18.19,-11.19,-11.6,-10.8,0.486,False
ICPUSDT-5m,prevBear,MKT,1.0,low,17875,-17.2,-10.2,-10.7,-9.8,0.458,False
ICPUSDT-5m,smaBelow,MKT,1.0,low,16589,-16.87,-9.87,-10.3,-9.4,0.465,False
ICPUSDT-5m,C3_w8q,MKT,1.0,low,12596,-17.42,-10.42,-10.8,-10.0,0.425,False
ICPUSDT-5m,C6_w9dip,MKT,1.0,low,9390,-15.96,-8.96,-9.6,-8.4,0.424,False
ICPUSDT-5m,CQ7_w78q,MKT,1.0,low,5488,-18.81,-11.81,-12.4,-11.2,0.491,False
ICPUSDT-5m,ALL,MKT,1.0,mid,37196,-17.31,-10.31,-10.6,-10.0,0.432,False
ICPUSDT-5m,quiet,MKT,1.0,mid,13969,-17.57,-10.57,-11.0,-10.2,0.414,False
ICPUSDT-5m,uwd78,MKT,1.0,mid,14902,-18.7,-11.7,-12.2,-11.2,0.49,False
ICPUSDT-5m,uwd79,MKT,1.0,mid,26095,-18.11,-11.11,-11.5,-10.8,0.461,False
ICPUSDT-5m,prevBear,MKT,1.0,mid,17875,-17.14,-10.14,-10.6,-9.7,0.437,False
ICPUSDT-5m,smaBelow,MKT,1.0,mid,16589,-16.91,-9.91,-10.3,-9.5,0.441,False
ICPUSDT-5m,C3_w8q,MKT,1.0,mid,12596,-17.36,-10.36,-10.8,-9.9,0.406,False
ICPUSDT-5m,C6_w9dip,MKT,1.0,mid,9390,-15.96,-8.96,-9.5,-8.4,0.407,False
ICPUSDT-5m,CQ7_w78q,MKT,1.0,mid,5488,-18.78,-11.78,-12.4,-11.2,0.462,False
ICPUSDT-5m,ALL,MKT,1.0,NOSL,37196,-14.14,-7.14,-8.0,-6.3,0.902,False
ICPUSDT-5m,quiet,MKT,1.0,NOSL,13969,-14.56,-7.56,-8.8,-6.4,0.918,False
ICPUSDT-5m,uwd78,MKT,1.0,NOSL,14902,-15.91,-8.91,-10.2,-7.7,0.914,False
ICPUSDT-5m,uwd79,MKT,1.0,NOSL,26095,-15.04,-8.04,-9.0,-7.1,0.909,False
ICPUSDT-5m,prevBear,MKT,1.0,NOSL,17875,-14.27,-7.27,-8.5,-6.0,0.908,False
ICPUSDT-5m,smaBelow,MKT,1.0,NOSL,16589,-11.94,-4.94,-6.2,-3.7,0.916,False
ICPUSDT-5m,C3_w8q,MKT,1.0,NOSL,12596,-14.28,-7.28,-8.6,-6.0,0.917,False
ICPUSDT-5m,C6_w9dip,MKT,1.0,NOSL,9390,-10.64,-3.64,-5.4,-2.0,0.907,False
ICPUSDT-5m,CQ7_w78q,MKT,1.0,NOSL,5488,-15.99,-8.99,-10.8,-7.1,0.928,False
ICPUSDT-5m,ALL,MKT,1.5,low,37196,-15.69,-8.69,-9.1,-8.3,0.412,False
ICPUSDT-5m,quiet,MKT,1.5,low,13969,-15.91,-8.91,-9.4,-8.4,0.406,False
ICPUSDT-5m,uwd78,MKT,1.5,low,14902,-17.09,-10.09,-10.7,-9.5,0.485,False
ICPUSDT-5m,uwd79,MKT,1.5,low,26095,-16.62,-9.62,-10.0,-9.2,0.447,False
ICPUSDT-5m,prevBear,MKT,1.5,low,17875,-15.33,-8.33,-8.9,-7.8,0.419,False
ICPUSDT-5m,smaBelow,MKT,1.5,low,16589,-14.93,-7.93,-8.5,-7.4,0.426,False
ICPUSDT-5m,C3_w8q,MKT,1.5,low,12596,-15.7,-8.7,-9.2,-8.2,0.396,False
ICPUSDT-5m,C6_w9dip,MKT,1.5,low,9390,-13.93,-6.93,-7.6,-6.2,0.381,False
ICPUSDT-5m,CQ7_w78q,MKT,1.5,low,5488,-17.09,-10.09,-10.8,-9.4,0.471,False
ICPUSDT-5m,ALL,MKT,1.5,mid,37196,-15.59,-8.59,-8.9,-8.3,0.394,False
ICPUSDT-5m,quiet,MKT,1.5,mid,13969,-15.85,-8.85,-9.3,-8.4,0.388,False
ICPUSDT-5m,uwd78,MKT,1.5,mid,14902,-16.99,-9.99,-10.6,-9.4,0.458,False
ICPUSDT-5m,uwd79,MKT,1.5,mid,26095,-16.51,-9.51,-9.9,-9.1,0.425,False
ICPUSDT-5m,prevBear,MKT,1.5,mid,17875,-15.22,-8.22,-8.7,-7.7,0.401,False
ICPUSDT-5m,smaBelow,MKT,1.5,mid,16589,-14.92,-7.92,-8.4,-7.4,0.406,False
ICPUSDT-5m,C3_w8q,MKT,1.5,mid,12596,-15.63,-8.63,-9.1,-8.2,0.379,False
ICPUSDT-5m,C6_w9dip,MKT,1.5,mid,9390,-13.9,-6.9,-7.6,-6.2,0.366,False
ICPUSDT-5m,CQ7_w78q,MKT,1.5,mid,5488,-17.08,-10.08,-10.8,-9.4,0.445,False
ICPUSDT-5m,ALL,MKT,1.5,NOSL,37196,-13.19,-6.19,-7.2,-5.2,0.865,False
ICPUSDT-5m,quiet,MKT,1.5,NOSL,13969,-13.92,-6.92,-8.4,-5.5,0.888,False
ICPUSDT-5m,uwd78,MKT,1.5,NOSL,14902,-14.84,-7.84,-9.3,-6.5,0.887,False
ICPUSDT-5m,uwd79,MKT,1.5,NOSL,26095,-14.43,-7.43,-8.5,-6.4,0.876,False
ICPUSDT-5m,prevBear,MKT,1.5,NOSL,17875,-12.99,-5.99,-7.4,-4.6,0.874,False
ICPUSDT-5m,smaBelow,MKT,1.5,NOSL,16589,-10.59,-3.59,-5.0,-2.2,0.883,False
ICPUSDT-5m,C3_w8q,MKT,1.5,NOSL,12596,-13.65,-6.65,-8.2,-5.2,0.886,False
ICPUSDT-5m,C6_w9dip,MKT,1.5,NOSL,9390,-9.17,-2.17,-4.1,-0.2,0.868,False
ICPUSDT-5m,CQ7_w78q,MKT,1.5,NOSL,5488,-15.25,-8.25,-10.4,-6.2,0.908,False
ICPUSDT-5m,ALL,PB,1.0,low,31395,-12.35,-5.35,-5.5,-5.2,0.115,False
ICPUSDT-5m,quiet,PB,1.0,low,12077,-12.32,-5.32,-5.5,-5.1,0.101,False
ICPUSDT-5m,uwd78,PB,1.0,low,12140,-12.53,-5.53,-5.9,-5.2,0.161,False
ICPUSDT-5m,uwd79,PB,1.0,low,21479,-12.49,-5.49,-5.7,-5.3,0.139,False
ICPUSDT-5m,prevBear,PB,1.0,low,15046,-12.26,-5.26,-5.5,-5.0,0.117,False
ICPUSDT-5m,smaBelow,PB,1.0,low,13938,-12.23,-5.23,-5.5,-5.0,0.126,False
ICPUSDT-5m,C3_w8q,PB,1.0,low,10928,-12.32,-5.32,-5.5,-5.1,0.094,False
ICPUSDT-5m,C6_w9dip,PB,1.0,low,8058,-12.08,-5.08,-5.4,-4.8,0.095,False
ICPUSDT-5m,CQ7_w78q,PB,1.0,low,4637,-12.63,-5.63,-6.0,-5.3,0.144,False
ICPUSDT-5m,ALL,PB,1.0,mid,31395,-12.0,-5.0,-5.1,-4.9,0.059,False
ICPUSDT-5m,quiet,PB,1.0,mid,12077,-11.99,-4.99,-5.1,-4.9,0.05,False
ICPUSDT-5m,uwd78,PB,1.0,mid,12140,-12.29,-5.29,-5.5,-5.1,0.083,False
ICPUSDT-5m,uwd79,PB,1.0,mid,21479,-12.14,-5.14,-5.3,-5.0,0.072,False
ICPUSDT-5m,prevBear,PB,1.0,mid,15046,-12.0,-5.0,-5.2,-4.8,0.059,False
ICPUSDT-5m,smaBelow,PB,1.0,mid,13938,-12.0,-5.0,-5.2,-4.8,0.065,False
ICPUSDT-5m,C3_w8q,PB,1.0,mid,10928,-11.94,-4.94,-5.1,-4.8,0.046,False
ICPUSDT-5m,C6_w9dip,PB,1.0,mid,8058,-11.84,-4.84,-5.0,-4.7,0.047,False
ICPUSDT-5m,CQ7_w78q,PB,1.0,mid,4637,-12.31,-5.31,-5.5,-5.1,0.072,False
ICPUSDT-5m,ALL,PB,1.0,NOSL,31395,-7.55,-0.55,-1.6,0.5,0.878,False
ICPUSDT-5m,quiet,PB,1.0,NOSL,12077,-8.22,-1.22,-2.7,0.2,0.904,False
ICPUSDT-5m,uwd78,PB,1.0,NOSL,12140,-6.58,0.42,-1.3,2.0,0.886,False
ICPUSDT-5m,uwd79,PB,1.0,NOSL,21479,-6.67,0.33,-0.9,1.6,0.883,False
ICPUSDT-5m,prevBear,PB,1.0,NOSL,15046,-7.41,-0.41,-1.9,1.1,0.886,False
ICPUSDT-5m,smaBelow,PB,1.0,NOSL,13938,-5.59,1.41,-0.0,2.9,0.896,False
ICPUSDT-5m,C3_w8q,PB,1.0,NOSL,10928,-8.25,-1.25,-2.8,0.2,0.903,False
ICPUSDT-5m,C6_w9dip,PB,1.0,NOSL,8058,-6.59,0.41,-1.6,2.4,0.885,False
ICPUSDT-5m,CQ7_w78q,PB,1.0,NOSL,4637,-6.85,0.15,-2.0,2.3,0.916,False
ICPUSDT-5m,ALL,PB,1.5,low,31395,-12.33,-5.33,-5.5,-5.1,0.096,False
ICPUSDT-5m,quiet,PB,1.5,low,12077,-12.27,-5.27,-5.5,-5.0,0.085,False
ICPUSDT-5m,uwd78,PB,1.5,low,12140,-12.55,-5.55,-5.9,-5.2,0.138,False
ICPUSDT-5m,uwd79,PB,1.5,low,21479,-12.5,-5.5,-5.7,-5.2,0.118,False
ICPUSDT-5m,prevBear,PB,1.5,low,15046,-12.26,-5.26,-5.5,-5.0,0.097,False
ICPUSDT-5m,smaBelow,PB,1.5,low,13938,-12.21,-5.21,-5.5,-4.9,0.106,False
ICPUSDT-5m,C3_w8q,PB,1.5,low,10928,-12.22,-5.22,-5.4,-5.0,0.08,False
ICPUSDT-5m,C6_w9dip,PB,1.5,low,8058,-12.0,-5.0,-5.4,-4.6,0.077,False
ICPUSDT-5m,CQ7_w78q,PB,1.5,low,4637,-12.54,-5.54,-5.9,-5.1,0.126,False
ICPUSDT-5m,ALL,PB,1.5,mid,31395,-11.92,-4.92,-5.0,-4.8,0.049,False
ICPUSDT-5m,quiet,PB,1.5,mid,12077,-11.87,-4.87,-5.0,-4.7,0.042,False
ICPUSDT-5m,uwd78,PB,1.5,mid,12140,-12.2,-5.2,-5.4,-4.9,0.071,False
ICPUSDT-5m,uwd79,PB,1.5,mid,21479,-12.08,-5.08,-5.2,-4.9,0.061,False
ICPUSDT-5m,prevBear,PB,1.5,mid,15046,-11.93,-4.93,-5.1,-4.7,0.049,False
ICPUSDT-5m,smaBelow,PB,1.5,mid,13938,-11.91,-4.91,-5.1,-4.7,0.054,False
ICPUSDT-5m,C3_w8q,PB,1.5,mid,10928,-11.8,-4.8,-5.0,-4.6,0.04,False
ICPUSDT-5m,C6_w9dip,PB,1.5,mid,8058,-11.73,-4.73,-5.0,-4.5,0.038,False
ICPUSDT-5m,CQ7_w78q,PB,1.5,mid,4637,-12.21,-5.21,-5.5,-4.9,0.062,False
ICPUSDT-5m,ALL,PB,1.5,NOSL,31395,-10.02,-3.02,-4.2,-1.8,0.829,False
ICPUSDT-5m,quiet,PB,1.5,NOSL,12077,-10.35,-3.35,-5.0,-1.6,0.861,False
ICPUSDT-5m,uwd78,PB,1.5,NOSL,12140,-9.38,-2.38,-4.2,-0.4,0.846,False
ICPUSDT-5m,uwd79,PB,1.5,NOSL,21479,-9.98,-2.98,-4.4,-1.5,0.836,False
ICPUSDT-5m,prevBear,PB,1.5,NOSL,15046,-9.7,-2.7,-4.4,-0.9,0.839,False
ICPUSDT-5m,smaBelow,PB,1.5,NOSL,13938,-7.54,-0.54,-2.3,1.1,0.849,False
ICPUSDT-5m,C3_w8q,PB,1.5,NOSL,10928,-10.23,-3.23,-5.0,-1.5,0.859,False
ICPUSDT-5m,C6_w9dip,PB,1.5,NOSL,8058,-7.58,-0.58,-3.0,1.7,0.837,False
ICPUSDT-5m,CQ7_w78q,PB,1.5,NOSL,4637,-9.6,-2.6,-5.3,-0.1,0.879,False
ICPUSDT-15m,ALL,MKT,1.0,low,12953,-21.4,-14.4,-15.4,-13.5,0.444,False
ICPUSDT-15m,quiet,MKT,1.0,low,5029,-21.95,-14.95,-16.1,-13.8,0.423,False
ICPUSDT-15m,uwd78,MKT,1.0,low,5209,-23.93,-16.93,-18.4,-15.6,0.503,False
ICPUSDT-15m,uwd79,MKT,1.0,low,9100,-23.0,-16.0,-17.1,-14.8,0.474,False
ICPUSDT-15m,prevBear,MKT,1.0,low,6398,-20.42,-13.42,-14.7,-12.2,0.459,False
ICPUSDT-15m,smaBelow,MKT,1.0,low,5795,-20.37,-13.37,-14.7,-12.1,0.458,False
ICPUSDT-15m,C3_w8q,MKT,1.0,low,4470,-21.73,-14.73,-16.0,-13.5,0.414,False
ICPUSDT-15m,C6_w9dip,MKT,1.0,low,3100,-19.54,-12.54,-14.4,-10.8,0.415,False
ICPUSDT-15m,CQ7_w78q,MKT,1.0,low,2002,-24.98,-17.98,-19.8,-16.1,0.466,False
ICPUSDT-15m,ALL,MKT,1.0,mid,12953,-21.34,-14.34,-15.2,-13.5,0.416,False
ICPUSDT-15m,quiet,MKT,1.0,mid,5029,-21.87,-14.87,-16.0,-13.7,0.396,False
ICPUSDT-15m,uwd78,MKT,1.0,mid,5209,-23.81,-16.81,-18.2,-15.5,0.467,False
ICPUSDT-15m,uwd79,MKT,1.0,mid,9100,-22.98,-15.98,-17.1,-14.9,0.441,False
ICPUSDT-15m,prevBear,MKT,1.0,mid,6398,-20.65,-13.65,-14.9,-12.4,0.43,False
ICPUSDT-15m,smaBelow,MKT,1.0,mid,5795,-20.7,-13.7,-14.9,-12.4,0.425,False
ICPUSDT-15m,C3_w8q,MKT,1.0,mid,4470,-21.64,-14.64,-15.8,-13.5,0.387,False
ICPUSDT-15m,C6_w9dip,MKT,1.0,mid,3100,-19.8,-12.8,-14.6,-11.1,0.39,False
ICPUSDT-15m,CQ7_w78q,MKT,1.0,mid,2002,-24.64,-17.64,-19.4,-15.9,0.43,False
ICPUSDT-15m,ALL,MKT,1.0,NOSL,12953,-14.95,-7.95,-10.2,-5.7,0.901,False
ICPUSDT-15m,quiet,MKT,1.0,NOSL,5029,-16.13,-9.13,-12.5,-5.8,0.916,False
ICPUSDT-15m,uwd78,MKT,1.0,NOSL,5209,-17.58,-10.58,-14.2,-7.0,0.911,False
ICPUSDT-15m,uwd79,MKT,1.0,NOSL,9100,-16.55,-9.55,-12.3,-6.9,0.908,False
ICPUSDT-15m,prevBear,MKT,1.0,NOSL,6398,-13.33,-6.33,-9.7,-3.0,0.909,False
ICPUSDT-15m,smaBelow,MKT,1.0,NOSL,5795,-8.92,-1.92,-4.6,1.1,0.917,False
ICPUSDT-15m,C3_w8q,MKT,1.0,NOSL,4470,-17.07,-10.07,-13.6,-6.4,0.912,False
ICPUSDT-15m,C6_w9dip,MKT,1.0,NOSL,3100,-7.02,-0.02,-4.5,4.2,0.914,False
ICPUSDT-15m,CQ7_w78q,MKT,1.0,NOSL,2002,-15.37,-8.37,-12.8,-4.1,0.926,False
ICPUSDT-15m,ALL,MKT,1.5,low,12953,-18.61,-11.61,-12.7,-10.6,0.399,False
ICPUSDT-15m,quiet,MKT,1.5,low,5029,-19.14,-12.14,-13.4,-10.8,0.389,False
ICPUSDT-15m,uwd78,MKT,1.5,low,5209,-21.05,-14.05,-15.7,-12.5,0.464,False
ICPUSDT-15m,uwd79,MKT,1.5,low,9100,-20.16,-13.16,-14.5,-11.9,0.432,False
ICPUSDT-15m,prevBear,MKT,1.5,low,6398,-17.74,-10.74,-12.2,-9.3,0.413,False
ICPUSDT-15m,smaBelow,MKT,1.5,low,5795,-17.58,-10.58,-12.1,-9.1,0.413,False
ICPUSDT-15m,C3_w8q,MKT,1.5,low,4470,-18.86,-11.86,-13.3,-10.5,0.379,False
ICPUSDT-15m,C6_w9dip,MKT,1.5,low,3100,-16.26,-9.26,-11.4,-7.2,0.37,False
ICPUSDT-15m,CQ7_w78q,MKT,1.5,low,2002,-22.48,-15.48,-17.5,-13.5,0.436,False
ICPUSDT-15m,ALL,MKT,1.5,mid,12953,-18.39,-11.39,-12.4,-10.4,0.376,False
ICPUSDT-15m,quiet,MKT,1.5,mid,5029,-19.02,-12.02,-13.2,-10.7,0.365,False
ICPUSDT-15m,uwd78,MKT,1.5,mid,5209,-20.87,-13.87,-15.4,-12.4,0.432,False
ICPUSDT-15m,uwd79,MKT,1.5,mid,9100,-20.0,-13.0,-14.3,-11.8,0.404,False
ICPUSDT-15m,prevBear,MKT,1.5,mid,6398,-17.69,-10.69,-12.1,-9.3,0.389,False
ICPUSDT-15m,smaBelow,MKT,1.5,mid,5795,-17.74,-10.74,-12.2,-9.3,0.385,False
ICPUSDT-15m,C3_w8q,MKT,1.5,mid,4470,-18.72,-11.72,-13.1,-10.4,0.357,False
ICPUSDT-15m,C6_w9dip,MKT,1.5,mid,3100,-16.39,-9.39,-11.4,-7.4,0.348,False
ICPUSDT-15m,CQ7_w78q,MKT,1.5,mid,2002,-22.11,-15.11,-17.1,-13.2,0.405,False
ICPUSDT-15m,ALL,MKT,1.5,NOSL,12953,-12.79,-5.79,-8.5,-3.1,0.864,False
ICPUSDT-15m,quiet,MKT,1.5,NOSL,5029,-14.57,-7.57,-11.4,-3.9,0.884,False
ICPUSDT-15m,uwd78,MKT,1.5,NOSL,5209,-15.2,-8.2,-12.2,-4.3,0.881,False
ICPUSDT-15m,uwd79,MKT,1.5,NOSL,9100,-14.89,-7.89,-11.2,-4.8,0.875,False
ICPUSDT-15m,prevBear,MKT,1.5,NOSL,6398,-10.42,-3.42,-7.2,0.5,0.873,False
ICPUSDT-15m,smaBelow,MKT,1.5,NOSL,5795,-5.53,1.47,-1.7,4.8,0.881,False
ICPUSDT-15m,C3_w8q,MKT,1.5,NOSL,4470,-15.78,-8.78,-13.0,-4.5,0.879,False
ICPUSDT-15m,C6_w9dip,MKT,1.5,NOSL,3100,-3.05,3.95,-1.3,9.2,0.877,False
ICPUSDT-15m,CQ7_w78q,MKT,1.5,NOSL,2002,-12.97,-5.97,-11.3,-1.2,0.9,False
ICPUSDT-15m,ALL,PB,1.0,low,11229,-12.82,-5.82,-6.3,-5.3,0.141,False
ICPUSDT-15m,quiet,PB,1.0,low,4477,-13.0,-6.0,-6.6,-5.4,0.134,False
ICPUSDT-15m,uwd78,PB,1.0,low,4380,-12.46,-5.46,-6.3,-4.5,0.198,False
ICPUSDT-15m,uwd79,PB,1.0,low,7731,-12.75,-5.75,-6.4,-5.1,0.171,False
ICPUSDT-15m,prevBear,PB,1.0,low,5555,-12.01,-5.01,-5.7,-4.2,0.149,False
ICPUSDT-15m,smaBelow,PB,1.0,low,5046,-12.5,-5.5,-6.2,-4.8,0.157,False
ICPUSDT-15m,C3_w8q,PB,1.0,low,3999,-12.89,-5.89,-6.5,-5.3,0.131,False
ICPUSDT-15m,C6_w9dip,PB,1.0,low,2751,-12.96,-5.96,-6.8,-5.0,0.113,False
ICPUSDT-15m,CQ7_w78q,PB,1.0,low,1755,-13.19,-6.19,-7.2,-5.1,0.195,False
ICPUSDT-15m,ALL,PB,1.0,mid,11229,-12.82,-5.82,-6.1,-5.5,0.071,False
ICPUSDT-15m,quiet,PB,1.0,mid,4477,-12.78,-5.78,-6.1,-5.4,0.067,False
ICPUSDT-15m,uwd78,PB,1.0,mid,4380,-12.94,-5.94,-6.5,-5.3,0.102,False
ICPUSDT-15m,uwd79,PB,1.0,mid,7731,-12.89,-5.89,-6.3,-5.4,0.088,False
ICPUSDT-15m,prevBear,PB,1.0,mid,5555,-12.37,-5.37,-5.8,-4.8,0.076,False
ICPUSDT-15m,smaBelow,PB,1.0,mid,5046,-12.62,-5.62,-6.1,-5.1,0.08,False
ICPUSDT-15m,C3_w8q,PB,1.0,mid,3999,-12.74,-5.74,-6.1,-5.4,0.065,False
ICPUSDT-15m,C6_w9dip,PB,1.0,mid,2751,-12.59,-5.59,-6.2,-5.0,0.056,False
ICPUSDT-15m,CQ7_w78q,PB,1.0,mid,1755,-13.48,-6.48,-7.1,-5.8,0.092,False
ICPUSDT-15m,ALL,PB,1.0,NOSL,11229,-0.62,6.38,3.5,9.1,0.885,True
ICPUSDT-15m,quiet,PB,1.0,NOSL,4477,-3.18,3.82,0.1,7.2,0.909,True
ICPUSDT-15m,uwd78,PB,1.0,NOSL,4380,1.98,8.98,4.7,13.1,0.897,True
ICPUSDT-15m,uwd79,PB,1.0,NOSL,7731,0.88,7.88,4.6,11.0,0.892,True
ICPUSDT-15m,prevBear,PB,1.0,NOSL,5555,1.81,8.81,5.2,12.4,0.895,True
ICPUSDT-15m,smaBelow,PB,1.0,NOSL,5046,4.86,11.86,8.3,15.2,0.905,True
ICPUSDT-15m,C3_w8q,PB,1.0,NOSL,3999,-4.77,2.23,-1.6,6.2,0.906,False
ICPUSDT-15m,C6_w9dip,PB,1.0,NOSL,2751,4.26,11.26,5.9,16.3,0.904,True
ICPUSDT-15m,CQ7_w78q,PB,1.0,NOSL,1755,1.64,8.64,3.7,13.4,0.921,True
ICPUSDT-15m,ALL,PB,1.5,low,11229,-13.15,-6.15,-6.7,-5.6,0.116,False
ICPUSDT-15m,quiet,PB,1.5,low,4477,-13.08,-6.08,-6.7,-5.5,0.112,False
ICPUSDT-15m,uwd78,PB,1.5,low,4380,-12.8,-5.8,-6.8,-4.7,0.168,False
ICPUSDT-15m,uwd79,PB,1.5,low,7731,-13.01,-6.01,-6.8,-5.3,0.143,False
ICPUSDT-15m,prevBear,PB,1.5,low,5555,-12.64,-5.64,-6.4,-4.9,0.121,False
ICPUSDT-15m,smaBelow,PB,1.5,low,5046,-12.68,-5.68,-6.5,-4.8,0.13,False
ICPUSDT-15m,C3_w8q,PB,1.5,low,3999,-13.05,-6.05,-6.7,-5.4,0.107,False
ICPUSDT-15m,C6_w9dip,PB,1.5,low,2751,-13.17,-6.17,-7.1,-5.1,0.089,False
ICPUSDT-15m,CQ7_w78q,PB,1.5,low,1755,-13.53,-6.53,-7.7,-5.4,0.164,False
ICPUSDT-15m,ALL,PB,1.5,mid,11229,-12.84,-5.84,-6.2,-5.4,0.058,False
ICPUSDT-15m,quiet,PB,1.5,mid,4477,-12.56,-5.56,-6.0,-5.1,0.058,False
ICPUSDT-15m,uwd78,PB,1.5,mid,4380,-12.98,-5.98,-6.7,-5.3,0.086,False
ICPUSDT-15m,uwd79,PB,1.5,mid,7731,-12.95,-5.95,-6.4,-5.5,0.073,False
ICPUSDT-15m,prevBear,PB,1.5,mid,5555,-12.47,-5.47,-6.0,-4.9,0.063,False
