series,cond,entry,f,exit,N,net_taker,net_maker,ci_lo_m,ci_hi_m,wr,sig_maker
ICPUSDT-4h,uwd79,MKT,1.0,NOSL,573,-83.02,-76.02,-122.0,-32.1,0.855,False
ICPUSDT-4h,prevBear,MKT,1.0,NOSL,385,-60.01,-53.01,-108.5,0.9,0.862,False
ICPUSDT-4h,smaBelow,MKT,1.0,NOSL,377,-47.61,-40.61,-88.7,3.5,0.859,False
ICPUSDT-4h,C3_w8q,MKT,1.0,NOSL,284,-63.41,-56.41,-115.5,-3.3,0.887,False
ICPUSDT-4h,C6_w9dip,MKT,1.0,NOSL,199,15.13,22.13,-35.1,71.1,0.894,False
ICPUSDT-4h,CQ7_w78q,MKT,1.0,NOSL,133,-116.6,-109.6,-204.3,-18.2,0.872,False
ICPUSDT-4h,ALL,MKT,1.5,low,819,-33.72,-26.72,-41.5,-12.5,0.36,False
ICPUSDT-4h,quiet,MKT,1.5,low,317,-46.16,-39.16,-56.7,-20.0,0.341,False
ICPUSDT-4h,uwd78,MKT,1.5,low,327,-57.2,-50.2,-73.2,-26.2,0.382,False
ICPUSDT-4h,uwd79,MKT,1.5,low,573,-45.47,-38.47,-55.4,-21.4,0.372,False
ICPUSDT-4h,prevBear,MKT,1.5,low,385,-29.78,-22.78,-44.5,-1.7,0.377,False
ICPUSDT-4h,smaBelow,MKT,1.5,low,377,-47.25,-40.25,-59.4,-21.3,0.329,False
ICPUSDT-4h,C3_w8q,MKT,1.5,low,284,-53.67,-46.67,-65.0,-28.6,0.306,False
ICPUSDT-4h,C6_w9dip,MKT,1.5,low,199,-13.8,-6.8,-33.1,20.5,0.337,False
ICPUSDT-4h,CQ7_w78q,MKT,1.5,low,133,-54.6,-47.6,-80.3,-16.0,0.368,False
ICPUSDT-4h,ALL,MKT,1.5,mid,819,-35.99,-28.99,-42.5,-15.4,0.317,False
ICPUSDT-4h,quiet,MKT,1.5,mid,317,-46.39,-39.39,-55.7,-21.6,0.297,False
ICPUSDT-4h,uwd78,MKT,1.5,mid,327,-60.57,-53.57,-74.4,-30.7,0.33,False
ICPUSDT-4h,uwd79,MKT,1.5,mid,573,-47.7,-40.7,-57.3,-24.3,0.328,False
ICPUSDT-4h,prevBear,MKT,1.5,mid,385,-26.84,-19.84,-40.5,0.4,0.34,False
ICPUSDT-4h,smaBelow,MKT,1.5,mid,377,-44.63,-37.63,-56.3,-19.6,0.289,False
ICPUSDT-4h,C3_w8q,MKT,1.5,mid,284,-50.62,-43.62,-60.7,-26.2,0.268,False
ICPUSDT-4h,C6_w9dip,MKT,1.5,mid,199,-9.05,-2.05,-27.0,24.6,0.312,False
ICPUSDT-4h,CQ7_w78q,MKT,1.5,mid,133,-59.62,-52.62,-82.9,-23.2,0.308,False
ICPUSDT-4h,ALL,MKT,1.5,NOSL,819,-36.15,-29.15,-73.1,8.7,0.829,False
ICPUSDT-4h,quiet,MKT,1.5,NOSL,317,-51.65,-44.65,-108.4,16.6,0.864,False
ICPUSDT-4h,uwd78,MKT,1.5,NOSL,327,-87.28,-80.28,-148.6,-16.2,0.829,False
ICPUSDT-4h,uwd79,MKT,1.5,NOSL,573,-72.01,-65.01,-114.0,-16.2,0.824,False
ICPUSDT-4h,prevBear,MKT,1.5,NOSL,385,-48.59,-41.59,-101.6,19.0,0.826,False
ICPUSDT-4h,smaBelow,MKT,1.5,NOSL,377,-25.1,-18.1,-71.5,29.4,0.833,False
ICPUSDT-4h,C3_w8q,MKT,1.5,NOSL,284,-52.07,-45.07,-110.0,14.6,0.863,False
ICPUSDT-4h,C6_w9dip,MKT,1.5,NOSL,199,21.73,28.73,-44.2,97.0,0.854,False
ICPUSDT-4h,CQ7_w78q,MKT,1.5,NOSL,133,-97.0,-90.0,-192.2,8.8,0.857,False
ICPUSDT-4h,ALL,PB,1.0,low,757,-14.93,-7.93,-15.9,-0.1,0.198,False
ICPUSDT-4h,quiet,PB,1.0,low,299,-16.61,-9.61,-20.5,0.7,0.221,False
ICPUSDT-4h,uwd78,PB,1.0,low,300,-16.14,-9.14,-21.9,4.4,0.23,False
ICPUSDT-4h,uwd79,PB,1.0,low,526,-16.58,-9.58,-19.7,0.4,0.209,False
ICPUSDT-4h,prevBear,PB,1.0,low,356,-18.74,-11.74,-22.3,-0.3,0.191,False
ICPUSDT-4h,smaBelow,PB,1.0,low,356,-20.23,-13.23,-23.4,-2.2,0.191,False
ICPUSDT-4h,C3_w8q,PB,1.0,low,270,-18.35,-11.35,-21.8,-1.3,0.211,False
ICPUSDT-4h,C6_w9dip,PB,1.0,low,183,-16.7,-9.7,-24.1,7.4,0.164,False
ICPUSDT-4h,CQ7_w78q,PB,1.0,low,122,-8.51,-1.51,-20.3,19.1,0.279,False
ICPUSDT-4h,ALL,PB,1.0,mid,757,-16.99,-9.99,-15.1,-4.6,0.096,False
ICPUSDT-4h,quiet,PB,1.0,mid,299,-16.16,-9.16,-16.1,-1.9,0.117,False
ICPUSDT-4h,uwd78,PB,1.0,mid,300,-17.21,-10.21,-18.3,-1.8,0.123,False
ICPUSDT-4h,uwd79,PB,1.0,mid,526,-17.15,-10.15,-16.8,-3.3,0.112,False
ICPUSDT-4h,prevBear,PB,1.0,mid,356,-13.43,-6.43,-14.4,2.6,0.104,False
ICPUSDT-4h,smaBelow,PB,1.0,mid,356,-15.72,-8.72,-16.2,-0.2,0.098,False
ICPUSDT-4h,C3_w8q,PB,1.0,mid,270,-16.72,-9.72,-16.0,-2.8,0.111,False
ICPUSDT-4h,C6_w9dip,PB,1.0,mid,183,-14.33,-7.33,-17.8,5.8,0.077,False
ICPUSDT-4h,CQ7_w78q,PB,1.0,mid,122,-13.41,-6.41,-18.7,7.0,0.156,False
ICPUSDT-4h,ALL,PB,1.0,NOSL,757,1.47,8.47,-30.3,50.1,0.861,False
ICPUSDT-4h,quiet,PB,1.0,NOSL,299,-11.04,-4.04,-61.6,48.2,0.893,False
ICPUSDT-4h,uwd78,PB,1.0,NOSL,300,-27.78,-20.78,-94.2,43.0,0.86,False
ICPUSDT-4h,uwd79,PB,1.0,NOSL,526,-21.97,-14.97,-64.8,34.5,0.85,False
ICPUSDT-4h,prevBear,PB,1.0,NOSL,356,-4.06,2.94,-59.0,59.3,0.874,False
ICPUSDT-4h,smaBelow,PB,1.0,NOSL,356,9.61,16.61,-31.1,61.7,0.868,False
ICPUSDT-4h,C3_w8q,PB,1.0,NOSL,270,-14.15,-7.15,-65.3,47.2,0.893,False
ICPUSDT-4h,C6_w9dip,PB,1.0,NOSL,183,44.37,51.37,-12.8,105.7,0.885,False
ICPUSDT-4h,CQ7_w78q,PB,1.0,NOSL,122,-51.66,-44.66,-153.7,56.8,0.877,False
ICPUSDT-4h,ALL,PB,1.5,low,757,-15.77,-8.77,-17.7,0.3,0.157,False
ICPUSDT-4h,quiet,PB,1.5,low,299,-20.53,-13.53,-25.1,-2.2,0.164,False
ICPUSDT-4h,uwd78,PB,1.5,low,300,-16.09,-9.09,-23.9,6.0,0.193,False
ICPUSDT-4h,uwd79,PB,1.5,low,526,-18.01,-11.01,-21.7,0.4,0.169,False
ICPUSDT-4h,prevBear,PB,1.5,low,356,-22.4,-15.4,-27.8,-2.6,0.143,False
ICPUSDT-4h,smaBelow,PB,1.5,low,356,-24.96,-17.96,-28.6,-7.5,0.146,False
ICPUSDT-4h,C3_w8q,PB,1.5,low,270,-24.55,-17.55,-28.7,-6.7,0.148,False
ICPUSDT-4h,C6_w9dip,PB,1.5,low,183,-25.62,-18.62,-32.4,-2.4,0.115,False
ICPUSDT-4h,CQ7_w78q,PB,1.5,low,122,-9.53,-2.53,-24.3,22.4,0.23,False
ICPUSDT-4h,ALL,PB,1.5,mid,757,-17.3,-10.3,-16.2,-4.1,0.074,False
ICPUSDT-4h,quiet,PB,1.5,mid,299,-17.66,-10.66,-18.2,-3.0,0.084,False
ICPUSDT-4h,uwd78,PB,1.5,mid,300,-15.07,-8.07,-18.0,2.5,0.103,False
ICPUSDT-4h,uwd79,PB,1.5,mid,526,-17.06,-10.06,-17.3,-2.9,0.089,False
ICPUSDT-4h,prevBear,PB,1.5,mid,356,-13.93,-6.93,-16.2,3.5,0.079,False
ICPUSDT-4h,smaBelow,PB,1.5,mid,356,-19.21,-12.21,-19.3,-4.7,0.07,False
ICPUSDT-4h,C3_w8q,PB,1.5,mid,270,-19.43,-12.43,-19.3,-5.0,0.074,False
ICPUSDT-4h,C6_w9dip,PB,1.5,mid,183,-21.29,-14.29,-23.5,-3.4,0.044,False
ICPUSDT-4h,CQ7_w78q,PB,1.5,mid,122,-12.44,-5.44,-19.5,11.2,0.123,False
ICPUSDT-4h,ALL,PB,1.5,NOSL,757,5.27,12.27,-30.6,57.9,0.818,False
ICPUSDT-4h,quiet,PB,1.5,NOSL,299,-9.99,-2.99,-67.8,57.7,0.856,False
ICPUSDT-4h,uwd78,PB,1.5,NOSL,300,-19.07,-12.07,-95.1,58.3,0.823,False
ICPUSDT-4h,uwd79,PB,1.5,NOSL,526,-22.04,-15.04,-67.7,38.6,0.81,False
ICPUSDT-4h,prevBear,PB,1.5,NOSL,356,-10.5,-3.5,-71.5,58.9,0.823,False
ICPUSDT-4h,smaBelow,PB,1.5,NOSL,356,18.65,25.65,-28.4,73.3,0.829,False
ICPUSDT-4h,C3_w8q,PB,1.5,NOSL,270,-17.77,-10.77,-76.3,52.6,0.852,False
ICPUSDT-4h,C6_w9dip,PB,1.5,NOSL,183,32.37,39.37,-36.2,106.3,0.831,False
ICPUSDT-4h,CQ7_w78q,PB,1.5,NOSL,122,-48.19,-41.19,-154.1,67.5,0.844,False
BTCUSDT-15m,ALL,MKT,1.0,low,13282,-14.3,-7.3,-7.8,-6.9,0.453,False
BTCUSDT-15m,quiet,MKT,1.0,low,5351,-14.47,-7.47,-7.9,-7.0,0.448,False
BTCUSDT-15m,uwd78,MKT,1.0,low,5313,-15.64,-8.64,-9.4,-7.9,0.505,False
BTCUSDT-15m,uwd79,MKT,1.0,low,9298,-15.23,-8.23,-8.8,-7.7,0.478,False
BTCUSDT-15m,prevBear,MKT,1.0,low,6229,-14.35,-7.35,-8.0,-6.7,0.468,False
BTCUSDT-15m,smaBelow,MKT,1.0,low,5380,-14.49,-7.49,-8.3,-6.8,0.47,False
BTCUSDT-15m,C3_w8q,MKT,1.0,low,4788,-14.13,-7.13,-7.6,-6.6,0.446,False
BTCUSDT-15m,C6_w9dip,MKT,1.0,low,3012,-13.28,-6.28,-7.1,-5.4,0.442,False
BTCUSDT-15m,CQ7_w78q,MKT,1.0,low,2178,-15.86,-8.86,-9.5,-8.1,0.48,False
BTCUSDT-15m,ALL,MKT,1.0,mid,13282,-14.34,-7.34,-7.8,-6.9,0.419,False
BTCUSDT-15m,quiet,MKT,1.0,mid,5351,-14.59,-7.59,-8.0,-7.1,0.412,False
BTCUSDT-15m,uwd78,MKT,1.0,mid,5313,-15.71,-8.71,-9.5,-8.0,0.46,False
BTCUSDT-15m,uwd79,MKT,1.0,mid,9298,-15.25,-8.25,-8.8,-7.7,0.438,False
BTCUSDT-15m,prevBear,MKT,1.0,mid,6229,-14.34,-7.34,-8.0,-6.7,0.437,False
BTCUSDT-15m,smaBelow,MKT,1.0,mid,5380,-14.43,-7.43,-8.2,-6.8,0.437,False
BTCUSDT-15m,C3_w8q,MKT,1.0,mid,4788,-14.27,-7.27,-7.7,-6.8,0.411,False
BTCUSDT-15m,C6_w9dip,MKT,1.0,mid,3012,-13.25,-6.25,-7.1,-5.4,0.414,False
BTCUSDT-15m,CQ7_w78q,MKT,1.0,mid,2178,-15.98,-8.98,-9.7,-8.3,0.435,False
BTCUSDT-15m,ALL,MKT,1.0,NOSL,13282,-10.93,-3.93,-5.0,-2.9,0.904,False
BTCUSDT-15m,quiet,MKT,1.0,NOSL,5351,-10.74,-3.74,-5.4,-2.3,0.934,False
BTCUSDT-15m,uwd78,MKT,1.0,NOSL,5313,-11.97,-4.97,-6.8,-3.4,0.916,False
BTCUSDT-15m,uwd79,MKT,1.0,NOSL,9298,-11.38,-4.38,-5.7,-3.2,0.91,False
BTCUSDT-15m,prevBear,MKT,1.0,NOSL,6229,-10.18,-3.18,-4.7,-1.7,0.92,False
BTCUSDT-15m,smaBelow,MKT,1.0,NOSL,5380,-9.8,-2.8,-4.5,-1.2,0.928,False
BTCUSDT-15m,C3_w8q,MKT,1.0,NOSL,4788,-10.32,-3.32,-4.8,-1.8,0.933,False
BTCUSDT-15m,C6_w9dip,MKT,1.0,NOSL,3012,-9.71,-2.71,-5.2,-0.4,0.919,False
BTCUSDT-15m,CQ7_w78q,MKT,1.0,NOSL,2178,-12.65,-5.65,-8.3,-3.3,0.938,False
BTCUSDT-15m,ALL,MKT,1.5,low,13282,-12.76,-5.76,-6.3,-5.2,0.409,False
BTCUSDT-15m,quiet,MKT,1.5,low,5351,-12.93,-5.93,-6.5,-5.4,0.418,False
BTCUSDT-15m,uwd78,MKT,1.5,low,5313,-14.18,-7.18,-8.1,-6.4,0.468,False
BTCUSDT-15m,uwd79,MKT,1.5,low,9298,-13.63,-6.63,-7.2,-6.0,0.439,False
BTCUSDT-15m,prevBear,MKT,1.5,low,6229,-12.81,-5.81,-6.5,-5.1,0.425,False
BTCUSDT-15m,smaBelow,MKT,1.5,low,5380,-13.03,-6.03,-6.9,-5.2,0.428,False
BTCUSDT-15m,C3_w8q,MKT,1.5,low,4788,-12.57,-5.57,-6.1,-5.0,0.415,False
BTCUSDT-15m,C6_w9dip,MKT,1.5,low,3012,-11.51,-4.51,-5.5,-3.6,0.396,False
BTCUSDT-15m,CQ7_w78q,MKT,1.5,low,2178,-14.25,-7.25,-8.0,-6.4,0.462,False
BTCUSDT-15m,ALL,MKT,1.5,mid,13282,-12.81,-5.81,-6.3,-5.3,0.379,False
BTCUSDT-15m,quiet,MKT,1.5,mid,5351,-13.09,-6.09,-6.6,-5.6,0.386,False
BTCUSDT-15m,uwd78,MKT,1.5,mid,5313,-14.23,-7.23,-8.1,-6.4,0.428,False
BTCUSDT-15m,uwd79,MKT,1.5,mid,9298,-13.66,-6.66,-7.2,-6.1,0.403,False
BTCUSDT-15m,prevBear,MKT,1.5,mid,6229,-12.8,-5.8,-6.5,-5.1,0.398,False
BTCUSDT-15m,smaBelow,MKT,1.5,mid,5380,-12.93,-5.93,-6.7,-5.2,0.398,False
BTCUSDT-15m,C3_w8q,MKT,1.5,mid,4788,-12.73,-5.73,-6.3,-5.2,0.384,False
BTCUSDT-15m,C6_w9dip,MKT,1.5,mid,3012,-11.52,-4.52,-5.5,-3.6,0.371,False
BTCUSDT-15m,CQ7_w78q,MKT,1.5,mid,2178,-14.52,-7.52,-8.3,-6.8,0.418,False
BTCUSDT-15m,ALL,MKT,1.5,NOSL,13282,-8.55,-1.55,-2.8,-0.3,0.875,False
BTCUSDT-15m,quiet,MKT,1.5,NOSL,5351,-8.79,-1.79,-3.6,-0.1,0.913,False
BTCUSDT-15m,uwd78,MKT,1.5,NOSL,5313,-10.21,-3.21,-5.3,-1.4,0.895,False
BTCUSDT-15m,uwd79,MKT,1.5,NOSL,9298,-9.09,-2.09,-3.5,-0.7,0.885,False
BTCUSDT-15m,prevBear,MKT,1.5,NOSL,6229,-8.21,-1.21,-3.0,0.5,0.892,False
BTCUSDT-15m,smaBelow,MKT,1.5,NOSL,5380,-7.79,-0.79,-2.8,1.1,0.901,False
BTCUSDT-15m,C3_w8q,MKT,1.5,NOSL,4788,-8.25,-1.25,-3.0,0.4,0.911,False
BTCUSDT-15m,C6_w9dip,MKT,1.5,NOSL,3012,-7.06,-0.06,-2.8,2.6,0.888,False
BTCUSDT-15m,CQ7_w78q,MKT,1.5,NOSL,2178,-10.92,-3.92,-6.8,-1.3,0.925,False
BTCUSDT-15m,ALL,PB,1.0,low,11531,-11.64,-4.64,-4.9,-4.4,0.163,False
BTCUSDT-15m,quiet,PB,1.0,low,4793,-11.78,-4.78,-5.1,-4.5,0.164,False
BTCUSDT-15m,uwd78,PB,1.0,low,4450,-11.58,-4.58,-5.0,-4.1,0.219,False
BTCUSDT-15m,uwd79,PB,1.0,low,7930,-11.65,-4.65,-5.0,-4.3,0.194,False
BTCUSDT-15m,prevBear,PB,1.0,low,5418,-11.58,-4.58,-4.9,-4.2,0.164,False
BTCUSDT-15m,smaBelow,PB,1.0,low,4696,-11.76,-4.76,-5.2,-4.3,0.177,False
BTCUSDT-15m,C3_w8q,PB,1.0,low,4304,-11.85,-4.85,-5.1,-4.6,0.151,False
BTCUSDT-15m,C6_w9dip,PB,1.0,low,2673,-11.46,-4.46,-4.9,-4.0,0.147,False
BTCUSDT-15m,CQ7_w78q,PB,1.0,low,1902,-11.96,-4.96,-5.4,-4.5,0.217,False
BTCUSDT-15m,ALL,PB,1.0,mid,11531,-11.72,-4.72,-4.9,-4.5,0.075,False
BTCUSDT-15m,quiet,PB,1.0,mid,4793,-11.85,-4.85,-5.0,-4.7,0.072,False
BTCUSDT-15m,uwd78,PB,1.0,mid,4450,-11.87,-4.87,-5.2,-4.6,0.105,False
BTCUSDT-15m,uwd79,PB,1.0,mid,7930,-11.76,-4.76,-5.0,-4.5,0.093,False
BTCUSDT-15m,prevBear,PB,1.0,mid,5418,-11.61,-4.61,-4.8,-4.3,0.079,False
BTCUSDT-15m,smaBelow,PB,1.0,mid,4696,-11.81,-4.81,-5.1,-4.5,0.082,False
BTCUSDT-15m,C3_w8q,PB,1.0,mid,4304,-11.81,-4.81,-5.0,-4.6,0.067,False
BTCUSDT-15m,C6_w9dip,PB,1.0,mid,2673,-11.55,-4.55,-4.9,-4.2,0.065,False
BTCUSDT-15m,CQ7_w78q,PB,1.0,mid,1902,-12.12,-5.12,-5.4,-4.8,0.1,False
BTCUSDT-15m,ALL,PB,1.0,NOSL,11531,-6.51,0.49,-0.8,1.7,0.888,False
BTCUSDT-15m,quiet,PB,1.0,NOSL,4793,-6.31,0.69,-1.1,2.3,0.928,False
BTCUSDT-15m,uwd78,PB,1.0,NOSL,4450,-5.29,1.71,-0.4,3.7,0.902,False
BTCUSDT-15m,uwd79,PB,1.0,NOSL,7930,-5.28,1.72,0.3,3.2,0.897,True
BTCUSDT-15m,prevBear,PB,1.0,NOSL,5418,-5.88,1.12,-0.7,2.9,0.906,False
BTCUSDT-15m,smaBelow,PB,1.0,NOSL,4696,-5.21,1.79,-0.2,3.8,0.917,False
BTCUSDT-15m,C3_w8q,PB,1.0,NOSL,4304,-6.37,0.63,-1.2,2.4,0.927,False
BTCUSDT-15m,C6_w9dip,PB,1.0,NOSL,2673,-6.91,0.09,-2.6,2.9,0.907,False
BTCUSDT-15m,CQ7_w78q,PB,1.0,NOSL,1902,-5.87,1.13,-1.8,3.7,0.934,False
BTCUSDT-15m,ALL,PB,1.5,low,11531,-11.51,-4.51,-4.8,-4.2,0.135,False
BTCUSDT-15m,quiet,PB,1.5,low,4793,-11.59,-4.59,-4.9,-4.3,0.139,False
BTCUSDT-15m,uwd78,PB,1.5,low,4450,-11.6,-4.6,-5.1,-4.1,0.187,False
BTCUSDT-15m,uwd79,PB,1.5,low,7930,-11.53,-4.53,-4.9,-4.1,0.163,False
BTCUSDT-15m,prevBear,PB,1.5,low,5418,-11.6,-4.6,-5.0,-4.2,0.133,False
BTCUSDT-15m,smaBelow,PB,1.5,low,4696,-11.71,-4.71,-5.2,-4.2,0.146,False
BTCUSDT-15m,C3_w8q,PB,1.5,low,4304,-11.67,-4.67,-5.0,-4.3,0.127,False
BTCUSDT-15m,C6_w9dip,PB,1.5,low,2673,-11.17,-4.17,-4.7,-3.5,0.119,False
BTCUSDT-15m,CQ7_w78q,PB,1.5,low,1902,-11.65,-4.65,-5.2,-4.1,0.192,False
BTCUSDT-15m,ALL,PB,1.5,mid,11531,-11.59,-4.59,-4.8,-4.4,0.063,False
BTCUSDT-15m,quiet,PB,1.5,mid,4793,-11.72,-4.72,-4.9,-4.5,0.061,False
BTCUSDT-15m,uwd78,PB,1.5,mid,4450,-11.78,-4.78,-5.1,-4.4,0.089,False
BTCUSDT-15m,uwd79,PB,1.5,mid,7930,-11.61,-4.61,-4.9,-4.3,0.079,False
BTCUSDT-15m,prevBear,PB,1.5,mid,5418,-11.56,-4.56,-4.9,-4.2,0.065,False
BTCUSDT-15m,smaBelow,PB,1.5,mid,4696,-11.7,-4.7,-5.0,-4.3,0.068,False
BTCUSDT-15m,C3_w8q,PB,1.5,mid,4304,-11.68,-4.68,-4.9,-4.4,0.056,False
BTCUSDT-15m,C6_w9dip,PB,1.5,mid,2673,-11.32,-4.32,-4.7,-3.9,0.053,False
BTCUSDT-15m,CQ7_w78q,PB,1.5,mid,1902,-11.95,-4.95,-5.3,-4.6,0.086,False
BTCUSDT-15m,ALL,PB,1.5,NOSL,11531,-5.85,1.15,-0.4,2.5,0.851,False
BTCUSDT-15m,quiet,PB,1.5,NOSL,4793,-6.14,0.86,-1.1,2.8,0.895,False
BTCUSDT-15m,uwd78,PB,1.5,NOSL,4450,-5.73,1.27,-1.2,3.6,0.871,False
BTCUSDT-15m,uwd79,PB,1.5,NOSL,7930,-5.04,1.96,0.2,3.6,0.863,True
BTCUSDT-15m,prevBear,PB,1.5,NOSL,5418,-5.97,1.03,-1.1,3.1,0.868,False
BTCUSDT-15m,smaBelow,PB,1.5,NOSL,4696,-4.95,2.05,-0.2,4.3,0.881,False
BTCUSDT-15m,C3_w8q,PB,1.5,NOSL,4304,-5.95,1.05,-1.0,3.2,0.892,False
BTCUSDT-15m,C6_w9dip,PB,1.5,NOSL,2673,-5.86,1.14,-2.0,4.3,0.866,False
BTCUSDT-15m,CQ7_w78q,PB,1.5,NOSL,1902,-6.53,0.47,-2.9,3.5,0.906,False
BTCUSDT-1h,ALL,MKT,1.0,low,3364,-16.88,-9.88,-11.5,-8.3,0.443,False
BTCUSDT-1h,quiet,MKT,1.0,low,1366,-16.08,-9.08,-11.0,-7.4,0.444,False
BTCUSDT-1h,uwd78,MKT,1.0,low,1347,-18.28,-11.28,-13.7,-8.9,0.497,False
BTCUSDT-1h,uwd79,MKT,1.0,low,2357,-17.52,-10.52,-12.2,-8.6,0.474,False
BTCUSDT-1h,prevBear,MKT,1.0,low,1548,-16.16,-9.16,-11.6,-6.8,0.474,False
BTCUSDT-1h,smaBelow,MKT,1.0,low,1364,-18.35,-11.35,-13.7,-9.1,0.446,False
BTCUSDT-1h,C3_w8q,MKT,1.0,low,1239,-15.92,-8.92,-11.0,-7.1,0.44,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,low,763,-14.68,-7.68,-10.7,-4.4,0.438,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,low,553,-16.2,-9.2,-11.3,-7.1,0.49,False
BTCUSDT-1h,ALL,MKT,1.0,mid,3364,-17.06,-10.06,-11.6,-8.5,0.403,False
BTCUSDT-1h,quiet,MKT,1.0,mid,1366,-16.03,-9.03,-10.8,-7.3,0.405,False
BTCUSDT-1h,uwd78,MKT,1.0,mid,1347,-18.64,-11.64,-14.0,-9.4,0.451,False
BTCUSDT-1h,uwd79,MKT,1.0,mid,2357,-17.84,-10.84,-12.5,-9.0,0.429,False
BTCUSDT-1h,prevBear,MKT,1.0,mid,1548,-16.33,-9.33,-11.6,-7.1,0.436,False
BTCUSDT-1h,smaBelow,MKT,1.0,mid,1364,-18.64,-11.64,-14.0,-9.5,0.401,False
BTCUSDT-1h,C3_w8q,MKT,1.0,mid,1239,-15.96,-8.96,-10.9,-7.3,0.399,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,mid,763,-14.54,-7.54,-10.5,-4.4,0.401,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,mid,553,-16.42,-9.42,-11.5,-7.5,0.438,False
BTCUSDT-1h,ALL,MKT,1.0,NOSL,3364,-9.19,-2.19,-6.4,1.9,0.916,False
BTCUSDT-1h,quiet,MKT,1.0,NOSL,1366,-9.38,-2.38,-7.7,2.2,0.947,False
BTCUSDT-1h,uwd78,MKT,1.0,NOSL,1347,-8.98,-1.98,-7.7,3.7,0.935,False
BTCUSDT-1h,uwd79,MKT,1.0,NOSL,2357,-10.33,-3.33,-8.0,1.5,0.925,False
BTCUSDT-1h,prevBear,MKT,1.0,NOSL,1548,-5.62,1.38,-4.1,6.6,0.933,False
BTCUSDT-1h,smaBelow,MKT,1.0,NOSL,1364,-10.56,-3.56,-10.2,2.9,0.933,False
BTCUSDT-1h,C3_w8q,MKT,1.0,NOSL,1239,-9.93,-2.93,-8.2,2.3,0.945,False
BTCUSDT-1h,C6_w9dip,MKT,1.0,NOSL,763,-12.88,-5.88,-16.3,4.2,0.919,False
BTCUSDT-1h,CQ7_w78q,MKT,1.0,NOSL,553,-5.36,1.64,-4.4,6.8,0.964,False
BTCUSDT-1h,ALL,MKT,1.5,low,3365,-14.16,-7.16,-9.0,-5.3,0.396,False
BTCUSDT-1h,quiet,MKT,1.5,low,1367,-13.17,-6.17,-8.3,-4.3,0.412,False
BTCUSDT-1h,uwd78,MKT,1.5,low,1347,-15.32,-8.32,-11.2,-5.6,0.449,False
BTCUSDT-1h,uwd79,MKT,1.5,low,2357,-14.43,-7.43,-9.5,-5.3,0.43,False
BTCUSDT-1h,prevBear,MKT,1.5,low,1549,-13.08,-6.08,-8.7,-3.4,0.434,False
BTCUSDT-1h,smaBelow,MKT,1.5,low,1364,-15.11,-8.11,-10.8,-5.5,0.408,False
BTCUSDT-1h,C3_w8q,MKT,1.5,low,1240,-13.02,-6.02,-8.3,-3.9,0.406,False
BTCUSDT-1h,C6_w9dip,MKT,1.5,low,763,-11.09,-4.09,-7.8,-0.4,0.396,False
BTCUSDT-1h,CQ7_w78q,MKT,1.5,low,553,-14.12,-7.12,-9.6,-4.7,0.448,False
BTCUSDT-1h,ALL,MKT,1.5,mid,3365,-14.37,-7.37,-9.1,-5.6,0.36,False
BTCUSDT-1h,quiet,MKT,1.5,mid,1367,-13.2,-6.2,-8.3,-4.4,0.377,False
BTCUSDT-1h,uwd78,MKT,1.5,mid,1347,-15.81,-8.81,-11.5,-6.2,0.405,False
BTCUSDT-1h,uwd79,MKT,1.5,mid,2357,-14.94,-7.94,-9.9,-5.8,0.387,False
BTCUSDT-1h,prevBear,MKT,1.5,mid,1549,-13.21,-6.21,-8.7,-3.7,0.397,False
BTCUSDT-1h,smaBelow,MKT,1.5,mid,1364,-15.42,-8.42,-11.1,-5.9,0.367,False
BTCUSDT-1h,C3_w8q,MKT,1.5,mid,1240,-13.09,-6.09,-8.3,-4.0,0.37,False
BTCUSDT-1h,C6_w9dip,MKT,1.5,mid,763,-10.94,-3.94,-7.6,-0.3,0.364,False
BTCUSDT-1h,CQ7_w78q,MKT,1.5,mid,553,-14.4,-7.4,-9.8,-5.1,0.401,False
BTCUSDT-1h,ALL,MKT,1.5,NOSL,3365,-2.58,4.42,-0.2,8.8,0.892,False
BTCUSDT-1h,quiet,MKT,1.5,NOSL,1367,-5.13,1.87,-3.8,7.2,0.927,False
BTCUSDT-1h,uwd78,MKT,1.5,NOSL,1347,-3.56,3.44,-3.3,9.9,0.915,False
BTCUSDT-1h,uwd79,MKT,1.5,NOSL,2357,-4.9,2.1,-3.2,7.5,0.9,False
BTCUSDT-1h,prevBear,MKT,1.5,NOSL,1549,0.84,7.84,1.5,13.6,0.912,True
BTCUSDT-1h,smaBelow,MKT,1.5,NOSL,1364,-2.57,4.43,-2.7,11.5,0.916,False
BTCUSDT-1h,C3_w8q,MKT,1.5,NOSL,1240,-5.45,1.55,-4.4,7.2,0.925,False
BTCUSDT-1h,C6_w9dip,MKT,1.5,NOSL,763,-2.05,4.95,-5.6,16.1,0.904,False
BTCUSDT-1h,CQ7_w78q,MKT,1.5,NOSL,553,-1.53,5.47,-1.1,11.6,0.948,False
